Date,Open,High,Low,Close,Volume
2018-03-01 10:00:00,68.05,68.8,67.95,68.05,1137777
2018-03-01 11:00:00,68.05,68.35,67.95,67.95,464494
2018-03-01 12:00:00,67.95,68.05,67.85,67.9,375329
2018-03-01 13:00:00,67.9,68.15,67.9,68.0,222728
2018-03-01 14:00:00,68.0,68.2,67.95,68.0,275885
2018-03-01 15:00:00,68.0,68.15,67.1,67.5,1275976
2018-03-05 10:00:00,66.65,66.6,65.1,65.3,1713144
2018-03-05 11:00:00,65.3,65.6,64.75,64.8,966927
2018-03-05 12:00:00,64.8,64.8,63.35,63.95,1797626
2018-03-05 13:00:00,63.9,64.05,63.4,63.5,635820
2018-03-05 14:00:00,63.5,64.1,63.45,63.9,737316
2018-03-05 15:00:00,63.95,64.0,63.6,63.9,843354
2018-03-06 10:00:00,64.6,65.8,64.4,65.2,2298577
2018-03-06 11:00:00,65.2,65.2,64.5,64.8,652392
2018-03-06 12:00:00,64.8,65.0,63.05,63.15,1569303
2018-03-06 13:00:00,63.1,63.45,62.95,63.0,1783066
2018-03-06 14:00:00,63.0,63.65,62.5,63.0,4396505
2018-03-06 15:00:00,63.0,63.25,61.85,62.8,1964580
2018-03-07 10:00:00,62.0,61.9,60.7,61.15,2144215
2018-03-07 11:00:00,61.15,61.8,60.9,61.55,6156849
2018-03-07 12:00:00,61.5,62.6,61.4,61.9,2046127
2018-03-07 13:00:00,61.9,62.4,61.6,61.85,852861
2018-03-07 14:00:00,61.85,62.3,61.75,62.15,2086571
2018-03-07 15:00:00,62.15,63.15,62.15,62.8,2035325
2018-03-08 10:00:00,63.4,63.65,61.9,62.25,1533616
2018-03-08 11:00:00,62.25,62.9,61.5,62.5,3107310
2018-03-08 12:00:00,62.5,63.45,62.3,63.4,795778
2018-03-08 13:00:00,63.4,64.2,63.25,63.35,1272467
2018-03-08 14:00:00,63.35,63.95,63.1,63.45,848130
2018-03-08 15:00:00,63.45,64.25,63.4,63.75,1094142
2018-03-09 10:00:00,64.1,64.35,63.1,63.65,1018456
2018-03-09 11:00:00,63.65,63.95,62.7,63.1,843136
2018-03-09 12:00:00,63.1,63.25,62.75,63.05,333103
2018-03-09 13:00:00,63.05,63.7,62.95,63.6,815130
2018-03-09 14:00:00,63.6,63.7,62.9,63.0,475398
2018-03-09 15:00:00,63.0,63.15,62.15,62.55,930259
2018-03-12 10:00:00,63.05,63.6,62.35,62.85,779408
2018-03-12 11:00:00,62.85,63.1,62.65,62.8,296328
2018-03-12 12:00:00,62.8,62.8,62.15,62.25,319246
2018-03-12 13:00:00,62.25,62.55,62.0,62.35,259836
2018-03-12 14:00:00,62.35,62.9,62.15,62.7,449715
2018-03-12 15:00:00,62.7,64.1,62.55,63.65,1300875
2018-03-13 10:00:00,63.25,64.0,63.2,64.0,626391
2018-03-13 11:00:00,63.95,64.6,63.9,64.25,571875
2018-03-13 12:00:00,64.25,64.45,64.05,64.2,256708
2018-03-13 13:00:00,64.2,64.55,64.0,64.15,393805
2018-03-13 14:00:00,64.15,64.3,63.25,63.35,457984
2018-03-13 15:00:00,63.4,64.15,63.35,63.8,436058
2018-03-14 10:00:00,64.0,64.3,63.35,64.2,500689
2018-03-14 11:00:00,64.2,64.5,63.85,64.2,331523
2018-03-14 12:00:00,64.2,64.2,63.5,63.55,321709
2018-03-14 13:00:00,63.55,64.1,63.55,63.9,181388
2018-03-14 14:00:00,63.9,64.05,63.5,63.55,224197
2018-03-14 15:00:00,63.55,64.2,63.5,64.05,424582
2018-03-15 10:00:00,64.0,65.9,63.75,65.6,1771410
2018-03-15 11:00:00,65.65,65.65,64.55,64.75,611128
2018-03-15 12:00:00,64.75,65.25,64.6,65.05,267790
2018-03-15 13:00:00,65.05,65.65,65.05,65.5,518434
2018-03-15 14:00:00,65.5,65.7,64.75,65.2,841509
2018-03-15 15:00:00,65.2,66.2,64.9,65.85,1254056
2018-03-16 10:00:00,65.7,65.7,65.05,65.25,805562
2018-03-16 11:00:00,65.25,65.5,64.8,65.5,408661
2018-03-16 12:00:00,65.45,65.55,65.05,65.1,363353
2018-03-16 13:00:00,65.1,65.65,64.8,65.35,755641
2018-03-16 14:00:00,65.25,65.4,63.85,64.0,2999792
2018-03-16 15:00:00,64.0,66.95,63.85,66.3,8621397
2018-03-19 10:00:00,66.95,66.7,65.6,65.95,1917066
2018-03-19 11:00:00,65.9,66.05,64.9,65.6,1480039
2018-03-19 12:00:00,65.6,66.2,65.3,65.8,1705948
2018-03-19 13:00:00,65.85,66.2,64.9,66.1,2109127
2018-03-19 14:00:00,66.1,67.25,65.9,66.65,1957063
2018-03-19 15:00:00,66.65,67.6,66.25,67.6,1911017
2018-03-20 10:00:00,66.6,67.4,66.05,66.55,1810898
2018-03-20 11:00:00,66.55,66.6,66.0,66.15,623210
2018-03-20 12:00:00,66.15,66.55,66.1,66.3,439809
2018-03-20 13:00:00,66.3,66.3,65.75,66.05,433534
2018-03-20 14:00:00,66.0,66.05,65.55,65.75,598253
2018-03-20 15:00:00,65.75,66.0,65.25,65.9,787317
2018-03-21 10:00:00,66.5,66.65,65.75,66.0,695831
2018-03-21 11:00:00,66.0,66.75,65.9,66.4,518081
2018-03-21 12:00:00,66.4,66.45,65.9,65.95,270343
2018-03-21 13:00:00,65.95,66.05,65.35,65.35,300841
2018-03-21 14:00:00,65.35,65.5,64.8,64.85,465166
2018-03-21 15:00:00,64.85,65.1,64.55,64.9,673968
2018-03-22 10:00:00,64.7,65.9,64.65,65.1,856515
2018-03-22 11:00:00,65.1,65.35,64.9,65.25,216654
2018-03-22 12:00:00,65.25,66.25,65.2,65.8,825231
2018-03-22 13:00:00,65.8,69.45,65.8,68.35,5201332
2018-03-22 14:00:00,68.35,70.25,68.25,69.2,5894768
2018-03-22 15:00:00,69.2,69.5,68.55,69.3,2819665
2018-03-23 10:00:00,66.75,67.15,65.1,66.4,3298976
2018-03-23 11:00:00,66.4,66.6,65.75,66.15,966695
2018-03-23 12:00:00,66.15,66.25,65.35,65.95,800830
2018-03-23 13:00:00,65.95,66.25,65.65,66.2,780338
2018-03-23 14:00:00,66.2,67.2,66.1,66.3,1111438
2018-03-23 15:00:00,66.3,66.7,66.0,66.3,894415
2018-03-26 10:00:00,66.1,67.05,65.4,65.5,794806
2018-03-26 11:00:00,65.5,65.95,65.4,65.65,352337
