2022-10-03 09:16:00+05:30,2995.0,2984.3,2996.5,2975.0,42673
2022-10-03 09:17:00+05:30,2984.15,2977.85,2985.95,2974.0,29410
2022-10-03 09:18:00+05:30,2977.3,2985.35,2985.5,2974.7,18410
2022-10-03 09:19:00+05:30,2985.0,2990.0,2991.0,2981.6,10665
2022-10-03 09:20:00+05:30,2991.0,2992.55,2993.95,2988.0,9121
2022-10-03 09:21:00+05:30,2993.75,2991.0,2993.9,2989.05,13009
2022-10-03 09:22:00+05:30,2991.95,2992.15,2992.95,2990.1,6729
2022-10-03 09:23:00+05:30,2991.25,2989.9,2995.65,2989.15,12295
2022-10-03 09:24:00+05:30,2989.45,2989.95,2994.0,2988.0,7219
2022-10-03 09:25:00+05:30,2989.0,2988.65,2990.2,2986.6,5982
2022-10-03 09:26:00+05:30,2988.6,2982.3,2990.3,2982.3,9552
2022-10-03 09:27:00+05:30,2982.2,2986.35,2987.8,2981.5,7490
2022-10-03 09:28:00+05:30,2987.1,2988.95,2988.95,2986.0,3618
2022-10-03 09:29:00+05:30,2989.0,2988.85,2989.0,2986.0,2935
2022-10-03 09:30:00+05:30,2989.4,2989.4,2989.9,2987.45,3866
2022-10-03 09:31:00+05:30,2989.4,2990.05,2990.85,2987.45,4153
2022-10-03 09:32:00+05:30,2990.7,2994.5,2995.9,2989.45,11305
2022-10-03 09:33:00+05:30,2994.5,2993.05,2995.0,2990.75,4784
2022-10-03 09:34:00+05:30,2993.05,2990.6,2993.15,2990.3,4718
2022-10-03 09:35:00+05:30,2991.6,2987.6,2991.6,2986.0,8673
2022-10-03 09:36:00+05:30,2987.1,2985.2,2989.5,2985.0,3843
2022-10-03 09:37:00+05:30,2984.3,2980.85,2984.3,2978.05,18394
2022-10-03 09:38:00+05:30,2980.85,2980.25,2981.5,2978.65,9502
2022-10-03 09:39:00+05:30,2980.8,2982.4,2983.25,2980.0,3348
2022-10-03 09:40:00+05:30,2982.65,2982.65,2983.95,2981.95,5084
2022-10-03 09:41:00+05:30,2982.65,2983.85,2984.3,2981.55,6614
2022-10-03 09:42:00+05:30,2983.8,2982.9,2985.0,2982.0,7169
2022-10-03 09:43:00+05:30,2982.8,2983.7,2985.0,2982.5,4845
2022-10-03 09:44:00+05:30,2983.7,2982.8,2985.3,2982.0,5331
2022-10-03 09:45:00+05:30,2982.8,2983.1,2984.0,2981.5,3345
2022-10-03 09:46:00+05:30,2983.1,2984.2,2984.2,2980.0,7150
2022-10-03 09:47:00+05:30,2984.5,2987.25,2987.55,2984.3,3115
2022-10-03 09:48:00+05:30,2987.25,2987.5,2988.95,2986.35,3361
2022-10-03 09:49:00+05:30,2987.4,2985.6,2987.5,2984.6,5016
