,ticker,sharpe,returns
136,TIDEWATER,0.8499944506198277,40824.343042249966
137,VSTIND,0.8468178897186714,39075.42134449998
138,GOLDIAM,0.8453812470047241,48506.654764250125
139,ULTRACEMCO,0.8401148895214441,29037.657545000096
140,HESTERBIO,0.8356090264174685,21946.529319999914
141,NUCLEUS,0.8155080442524378,49676.163429749984
142,MCDHOLDING,0.8150450705030151,17406.948376249973
143,TTL,0.8145188218818943,49761.670032750175
144,CAPACITE,0.8127921045292192,22707.45731675002
145,LASA,0.8102634647611137,64719.44125449989
146,PUNJABCHEM,0.8080741370398905,26834.40412650007
147,MADHUCON,0.805340596522806,41421.11908000003
148,TATAELXSI,0.8050812394136379,26258.654924250033
149,APTECHT,0.7946255352619345,38829.438772500085
150,NMDC,0.7878678606350649,55006.375598250015
151,RADICO,0.7861619475197732,27006.791990000143
152,SBICARD,0.7800258809475623,9883.613501000014
153,LTIM,0.7730324856312071,30086.191326750035
154,VEDL,0.7730022604184461,21160.497908749923
155,INDOSOLAR,0.7729215784207953,56757.14787499991
156,ASTERDM,0.7721837230092516,46495.80514374998
157,DYNPRO,0.7687642059043245,46984.44531524996
158,ADFFOODS,0.7674304054031895,11180.231408249965
159,ISEC,0.7672218839815345,33594.358251
160,SDBL,0.7661622208320711,38816.53277524997
161,HATSUN,0.7656702896851063,38452.05297774999
162,RTNINDIA,0.762336460410168,62575.8925950001
163,NELCO,0.7597550452416324,24667.027060750057
164,NH,0.7547000042091815,20717.313876999935
165,KAJARIACER,0.7536829510249952,30825.35353724999
166,BAJAJELEC,0.7533534021020963,37131.65406725003
167,RELIANCE,0.7509762921532213,14260.662759500032
168,BRNL,0.7506294848078302,11411.280535250029
169,RAMASTEEL,0.746440979902467,19900.103447750007
170,ABB,0.7457006780466466,16953.011293000003
171,RAJESHEXPO,0.7425265173225822,13816.363843250088
172,JBCHEPHARM,0.7422539799516423,35034.48178250011
173,RHIM,0.7397599718425679,20885.469716000094
174,GLOBUSSPR,0.7371175067980277,28039.54251249999
175,SAREGAMA,0.7325175139166913,49885.26373400004
176,ELECON,0.7321290772086068,59832.47244349998
177,SONATSOFTW,0.7314404395447769,26263.817468250054
178,SHOPERSTOP,0.7313028623959461,35382.142666000116
179,DRREDDY,0.7301954156723856,15816.824621749969
180,NAHARSPING,0.7283274894610557,17685.17779075002
181,MHRIL,0.7280964247306606,21275.731389750086
182,INDOCO,0.7236261100200162,24696.732184249966
183,DIXON,0.7219132414480306,64421.69662800015
184,MMFL,0.721422975730569,28165.92317349995
185,VADILALIND,0.7156462122789963,20853.146689999994
186,CHOLAHLDNG,0.7113758195760844,27813.14124050006
187,TIPSINDLTD,0.7102935092901947,67073.28914400007
188,KNRCON,0.7092001092686765,19699.98748925001
189,KUANTUM,0.7082435575465872,15239.074837000022
190,SURYALAXMI,0.7082378439021753,57126.60807500014
191,MANAPPURAM,0.7061320291816694,32701.107417250052
192,SEAMECLTD,0.7047518445693447,27807.399398749956
193,ROSSELLIND,0.7041852967470986,52145.454420000024
194,AMBER,0.7007099666642004,48761.24656575013
195,ORIENTBELL,0.6976248505773776,26637.683213249984
196,TREEHOUSE,0.6970902499932523,55374.33984249999
197,NEULANDLAB,0.6895080740898037,34279.54986350011
198,GICRE,0.6890842139226429,44773.76026699995
199,OIL,0.6890401092407066,31337.616576
200,GSPL,0.6866234394318611,23730.688006999946
201,SAIL,0.6846487141678846,35640.12103649997
202,TRITURBINE,0.6808007460225063,26957.033482750034
203,TIINDIA,0.6807299691121708,34431.39213900012
204,VIKASECO,0.6753205703280908,24850.81995799986
205,DCM,0.6737719574978973,81174.71368049987
206,MPSLTD,0.6718369924057849,19985.618080749933
207,CONTROLPR,0.6686871422470541,34714.06176475008
208,POLYMED,0.6683446749118878,24712.292247249992
209,SHALPAINTS,0.6661440997984465,21663.593933000026
210,VESUVIUS,0.6592306222245372,26351.95757500008
211,ANSALAPI,0.6587896932028949,12857.49004499997
212,NFL,0.6586074731518826,24877.076982500017
213,SUNTECK,0.654426172615296,36846.2234802499
214,SHREECEM,0.6474502340575654,20552.18720499998
215,BHAGERIA,0.6467486112387346,26559.792065500005
216,IOLCP,0.6447760717575417,24764.569975000195
217,PRICOLLTD,0.642023181241711,33421.56492675
218,ECLERX,0.6392838800319837,31671.728981249937
219,CGPOWER,0.6380468068372266,45794.09550124983
220,RVNL,0.6352002582587787,29322.97752124995
221,GTLINFRA,0.6350837623148587,107707.23835000006
222,AGROPHOS,0.6341939285382293,21282.308903000114
223,MEGASOFT,0.6325464981181512,34385.62958374998
224,PTL,0.6313124893187203,27422.391140000065
225,DALMIASUG,0.6304563393433303,20926.23689575
226,XELPMOC,0.6293710681625162,22385.83323124991
227,FEDERALBNK,0.6276443097894138,39510.62196149994
228,PFS,0.6257611409623546,10232.664986499978
229,TTKPRESTIG,0.6206375123636504,21619.811425750013
230,MSPL,0.6187882499640501,30700.417912499877
231,FINEORG,0.6157589653361059,26882.530776500033
232,TCS,0.6150622704293861,19247.35765725006
233,MAHLIFE,0.6139757410702492,31495.41807075002
234,MOTHERSON,0.6136497028367008,32268.999774999946
235,AMBUJACEM,0.6122927133141961,13742.076290500103
236,SUNDRMFAST,0.6101143117453384,40632.35072675007
237,KAMATHOTEL,0.6053736210544123,23378.81742250001
238,UTTAMSUGAR,0.6036650401993197,32744.60095875
239,BAJFINANCE,0.6019817873922148,18708.644250249927
240,LAURUSLABS,0.5993286287671906,25739.644780250048
241,APLAPOLLO,0.5979858809031268,19157.566195750056
242,LTTS,0.5950541761760784,30546.605371750076
243,PARSVNATH,0.5931875772545728,30175.994677500013
244,SHAREINDIA,0.5906513719614132,12109.660963250004
245,RCF,0.5895131197053743,25993.856864500034
246,APOLLOTYRE,0.5886200497025812,16431.798073749975
247,CDSL,0.5877938086297684,16701.92572999996
248,HGS,0.585913361049244,20543.213487000015
249,ALOKINDS,0.5841090452921744,188215.02041249984
250,IZMO,0.5805630930007708,35479.53164375006
251,CENTURYPLY,0.5804565201653125,46909.07614025014
252,BLUEDART,0.5791619366311689,14510.707012500003
253,SADBHAV,0.5766540093162746,16609.624050000057
254,DECCANCE,0.5726551336658868,25296.086413750076
255,BIRLACABLE,0.5720556426106493,21176.15242550001
256,CLEDUCATE,0.5717733798412824,15516.615568749898
257,DALBHARAT,0.5706014418037281,33108.83798650006
258,PERSISTENT,0.5685997936328839,10788.517224249998
259,CANFINHOME,0.568114899344468,33515.52447224996
260,INDOSTAR,0.5678778402733615,22527.99095274991
261,BYKE,0.5668002188790244,46045.14765699988
262,IIFL,0.5663693298364727,26413.729830750075
263,NITINFIRE,0.5614645814218885,166171.1512299992
264,CENTUM,0.5601831857089297,31699.603434999968
265,NIITLTD,0.5596614940332154,42163.78455424993
266,TORNTPOWER,0.5585137361905649,15709.232868250037
267,NITCO,0.5580192265754975,23626.05470249994
268,GANGAFORGE,0.55765957235905,30709.30953824993
269,SASTASUNDR,0.5575427736782487,17881.041876249976
270,ALLCARGO,0.5569383551355622,28708.972385999936
271,ASIANPAINT,0.5559867843728015,33524.91899475001
272,BSE,0.5559229599331228,184540.899005
273,ASTRAL,0.5538204336174941,10639.790612750003
274,ADANIPORTS,0.5537920487487337,33288.98790024989
275,SFL,0.5506706694180554,28783.63492000007
276,POLYPLEX,0.548791249732006,37825.400657249906
277,GRSE,0.5484115070716062,16704.445546250034
278,ASTEC,0.546412715008979,16172.482744000008
279,PONNIERODE,0.5397886642501328,28687.89625775008
280,LINCOLN,0.535707476240896,16322.484016999995
281,SAGCEM,0.5351692733514214,9713.977402249962
282,PRESSMN,0.5338495847736653,23984.798445249937
283,APOLLOPIPE,0.5330934393763959,21893.545306249944
284,WINDMACHIN,0.5319987477406849,22450.61881849995
285,MANINDS,0.5312272574615108,33189.64013875008
286,MIRZAINT,0.5295843293113169,36682.37581700005
287,RANEENGINE,0.5277154914366803,27868.21914249999
288,CREST,0.5261753900160647,21214.118913249913
289,THYROCARE,0.5224358773231575,11768.577799750085
290,SHYAMCENT,0.5208501794193707,30190.121450499966
291,AKZOINDIA,0.5164404338742019,16563.88950800005
292,VGUARD,0.5141844162759905,26588.578980250008
293,HINDMOTORS,0.5125398600612856,26402.175136249964
294,TRF,0.5108453566118807,20980.544254999986
295,GPIL,0.5101326732733965,34976.087819499895
296,NIPPOBATRY,0.5096572699355936,13365.317308500016
297,ANUP,0.5090364196872077,17706.595891750054
298,HUDCO,0.5057387282472312,26272.137132500022
299,GINNIFILA,0.5052697320699815,15697.603104999944
300,SOBHA,0.5032301724208345,15196.03952374999
301,IFBIND,0.5020497796415365,37650.63439000002
302,EVERESTIND,0.5001541899026253,15977.802109750031
303,NXTDIGITAL,0.49897557949167537,18546.548879999973
304,MANALIPETC,0.49842346037778373,36453.94283049999
305,PARACABLES,0.49770628321358534,15863.207093749865
306,RAMANEWS,0.49735034832514685,19571.47539375005
307,BALMLAWRIE,0.4957210827428878,13731.375267500072
308,HINDALCO,0.4946771763070349,24178.9041805
309,WELSPUNIND,0.4934550360248591,26847.216580000153
310,PVR,0.4914432265664608,10857.548013749925
311,GODREJIND,0.4878939156155336,18045.37439125002
312,WSTCSTPAPR,0.4875548218720097,16630.522829250083
313,EIDPARRY,0.48493507013896814,20075.270482499924
314,IOB,0.48489538632412016,39700.39009125007
315,SANGHIIND,0.4838886389886596,26491.72310750003
316,SUBEXLTD,0.48291026085580047,24777.156007249927
317,CAMLINFINE,0.48246658204411563,29300.284958749995
318,JASH,0.48103627270905863,32167.90947350001
319,MPHASIS,0.48028421108958264,24657.169956250058
320,HEADSUP,0.4793337608166917,28132.90351499994
321,ROHLTD,0.47817489897770815,18669.127465999976
322,MADRASFERT,0.4736073032704989,18958.34402874991
323,GSFC,0.47188956984573877,16611.590222499945
324,GALAXYSURF,0.47015362720105286,21866.614976249955
325,MAWANASUG,0.46638078408340183,35072.29096650006
326,ENDURANCE,0.4619239449730408,17236.989586749944
327,TATASTEEL,0.46176325696948584,11581.514553000015
328,ONGC,0.4597995314640136,16195.065166500048
329,SUULD,0.4596793709011206,37440.85165425
330,ESSARSHPNG,0.45951694658218284,38049.16437749998
331,GENUSPOWER,0.4594894863736095,11028.543002249964
332,IBULHSGFIN,0.4589787134596738,16112.831341750134
333,PILANIINVS,0.4588974584655163,25232.08150124998
334,UJAAS,0.4541938398697619,53608.11646124988
335,NAGAFERT,0.45382907501456315,9450.229268749987
336,ICRA,0.45285557029506207,28912.015462499985
337,CHAMBLFERT,0.4513077050284485,29465.600559500046
338,VENUSREM,0.4494355401024561,37552.05923249989
339,DVL,0.4385719960256046,17333.544477499992
340,PRSMJOHNSN,0.43848871146577145,30856.04621075002
341,RUCHIRA,0.43147557808990494,20304.229665000094
342,POWERINDIA,0.4310881097382251,7953.187168999997
343,SWARAJENG,0.43066794193585234,14741.654333749975
344,SHALBY,0.4303321837866566,16139.087544250026
345,TI,0.4296419421919424,11364.708920500052
346,PIONEEREMB,0.4282031440344714,29873.659433000008
347,BERGEPAINT,0.4253603159823435,19983.49464624998
348,TASTYBITE,0.4247149025633508,16066.593083
349,ADVENZYMES,0.42471323378778536,36620.11447025003
350,NAHARPOLY,0.4242855487856556,21283.515056499964
351,NCLIND,0.4227321258653143,27382.99245374996
352,DSSL,0.42230475344550694,28266.218144499988
353,SUDARSCHEM,0.42009536187672314,22517.27547574998
354,MONTECARLO,0.41996896730501554,18859.313986750043
355,ASAL,0.4165291280219279,21049.507444999996
356,JPPOWER,0.41113718632380813,15140.948058749927
357,AUTOIND,0.40933002863888907,7339.194589999883
358,MGEL,0.4091080083727528,14060.258559500027
359,BHARATFORG,0.405123413699022,17926.481797749948
360,TEAMLEASE,0.40311987852491327,10607.678952500064
361,TINPLATE,0.40267166945151217,14812.686340749991
362,VISAKAIND,0.4024012347987933,17034.695175749977
363,PAISALO,0.4022247085787905,18037.28348749988
364,MIRCELECTR,0.40134790229159634,23412.567229999957
365,SETCO,0.40014829251368716,23070.18293499993
366,SHIVAMAUTO,0.3935881197162744,11789.917430000001
367,GESHIP,0.3928732793031642,15408.755804000175
368,THEMISMED,0.392537625261614,24890.93243724994
369,TALBROAUTO,0.3896384420173984,11832.249988000025
370,KPRMILL,0.38942106007637944,19573.627245250085
371,BPCL,0.3894137155415429,14576.608740249969
372,JSWENERGY,0.3877125674958713,21286.504104750056
373,OFSS,0.383902561538288,18287.881041249988
374,BDL,0.37808378796544695,14101.360805249991
375,DONEAR,0.3776315514921623,17544.698394750012
376,STEL,0.3756923992759402,16426.501358750014
377,FOSECOIND,0.37545499482696,11711.011089750042
378,ALLSEC,0.3734667010511586,16760.794927000068
379,KOPRAN,0.3731934345543178,19939.14718399993
380,JMFINANCIL,0.3685534526281185,17365.390184500095
381,HDFCAMC,0.3669060373543264,11458.21771950004
382,ABFRL,0.36641248830363826,11405.145327250066
383,LICHSGFIN,0.365457570271142,19356.320872750002
384,SPMLINFRA,0.36052748301239407,22461.670847500005
385,PENIND,0.36023565491405696,10657.578053750098
386,BLS,0.356950937107873,29381.26836599993
387,KOTARISUG,0.3548684451145776,15143.53118174999
388,BIOFILCHEM,0.349055605628343,24670.917252499974
389,PGHL,0.3479872546175314,20028.46011749997
390,NHPC,0.3467324021342435,15574.86844750002
391,MFSL,0.34649415383287746,8572.751032499931
392,WIPRO,0.3456684190262144,16473.810969999977
393,AMBIKCO,0.34512456269442726,15066.185053499998
394,NATCOPHARM,0.3432327283160812,13594.771605499991
395,DELTACORP,0.3429838004691304,18930.191751999926
396,SRHHYPOLTD,0.3412488347821443,15052.67941425003
397,PCJEWELLER,0.3412119176480642,24862.800077749955
398,GREENPANEL,0.3400236244350209,19874.042249499995
399,GHCL,0.33946378372885083,14571.245094249985
400,NBCC,0.33870932599825726,17018.750719500007
401,DBCORP,0.33336965890056763,12571.578857250046
402,INDIANHUME,0.3330527421573184,16594.84928699996
403,MAZDOCK,0.33230086467890857,3980.965755500045
404,DHAMPURSUG,0.3318634639581427,17504.29452000007
405,CYIENT,0.3316895326137135,11659.60292425008
406,KAKATCEM,0.32870140856127844,20900.035687999974
407,AVTNPL,0.3286893728094314,18313.672177999964
408,MAANALU,0.32863271497690416,19451.388064
409,ARCHIDPLY,0.32598047952419673,11738.341190000006
410,SHREEPUSHK,0.32361856133971767,22166.501234999974
411,LAXMIMACH,0.3231658616922242,16387.934043749934
412,JUBLPHARMA,0.3228599572738676,16165.914025750113
413,GIPCL,0.32266459251273216,14377.452515250116
414,RPSGVENT,0.3223530222689408,15437.501336249945
415,JKIL,0.3186967105599403,16817.986264749954
416,RSWM,0.3165054471733319,20612.974121999898
417,ORIENTABRA,0.3144099221693563,15297.568112750057
418,IPCALAB,0.314220100890231,9899.461374999999
419,SYNGENE,0.3137935490076847,12814.580948250048
420,GEECEE,0.3121401192538475,20233.183663250093
421,JTEKTINDIA,0.31093957003494715,11326.308728250035
422,GANECOS,0.31028241467238094,31410.017896000063
423,VLSFINANCE,0.3094436987976083,13811.089184249999
424,TVSMOTOR,0.30855421644764536,15735.074716000061
425,BOROLTD,0.3067866405173639,4224.513672249974
426,PRAXIS,0.30453395228742874,17882.350155000007
427,IDEA,0.30438322893795666,14981.417351749915
428,BALRAMCHIN,0.30407436469313437,10103.052698750034
429,SUTLEJTEX,0.2997881361333734,17146.42974599998
430,KABRAEXTRU,0.2981004307003113,9096.144563249967
431,GARFIBRES,0.2967746055526304,14200.593981250044
432,CANTABIL,0.2959978657559753,11566.850295000098
433,ASAHISONG,0.2958874757257599,9725.944330749917
434,MANGLMCEM,0.29464375114226404,13423.727571999945
435,VARDHACRLC,0.2929304019502148,12698.104039749931
436,JKCEMENT,0.2924664278936064,9536.519116249983
437,SCHNEIDER,0.2910577691957116,10988.225503749942
438,HCLTECH,0.2902719650854676,13695.01078250006
439,PENINLAND,0.28960492060396126,20098.38752624995
440,NAVA,0.2892159618889065,13973.707252000022
441,SEYAIND,0.28714689858070125,10801.306886749997
442,GLAXO,0.2836689423853039,8459.963547500083
443,TCIEXP,0.2826057191951951,10473.683440250024
444,BBL,0.28221676198523526,15714.99625774991
445,VERTOZ,0.2816175031779009,19131.598232000004
446,INOXLEISUR,0.28116530462239664,12910.01249124996
447,PATINTLOG,0.28089611521919455,12296.64793575005
448,ONWARDTEC,0.28037835517979565,8039.832953749996
449,BALPHARMA,0.27979597876344525,9551.840481499981
450,ORIENTLTD,0.27780973178009,16125.767640250138
451,MAHABANK,0.2773951459442044,10683.306322249977
452,VETO,0.27719533918637573,12420.309354499972
453,PRAJIND,0.27645669939652834,18524.109774750017
454,TEXINFRA,0.2726104837676557,12141.537490499963
455,IIFLSEC,0.27258684861474614,5988.17960524997
456,CLNINDIA,0.2715863446101259,10350.08208224998
457,SHAKTIPUMP,0.26779672256447,11813.14538124991
458,BIL,0.26775396674641966,17188.94868999996
459,FLEXITUFF,0.26677466975624486,16709.398152499998
460,RUPA,0.2667343029216255,12029.802324000164
461,EIHAHOTELS,0.2666286106032858,15813.25866300003
462,FCL,0.26635959354111155,15018.245220750017
463,SUBROS,0.2632963997074555,14182.987933500059
464,MASFIN,0.26022917353647707,10107.977282749955
465,BLUESTARCO,0.26016167020472997,10592.608902999986
466,JAYAGROGN,0.25806444057464784,14217.058558999997
467,CUMMINSIND,0.25484708193373434,10727.249969249999
468,COSMOFIRST,0.25468533816943506,9623.87175949999
469,SEQUENT,0.25344284918868754,16063.607185250003
470,V2RETAIL,0.25285095064611696,17659.586289999977
471,BBTC,0.25210364792065043,10304.476587000026
472,SUPREMEIND,0.25202948334379427,11880.544332999983
473,NAHARCAP,0.25136073387690366,15823.099189499946
474,EVEREADY,0.2509497675504481,11969.915166750041
475,LYPSAGEMS,0.24820945548394632,18356.264327499797
476,SIRCA,0.244716593523994,12530.70701450009
477,AYMSYNTEX,0.24340803737206393,12630.633806249956
478,CRISIL,0.24328102272681457,5046.712183999989
479,THANGAMAYL,0.24289709108168514,9560.313558999958
480,ARROWGREEN,0.2417086653577578,13308.212336250028
481,ATULAUTO,0.24158778266431805,11624.527760000012
482,LEMONTREE,0.24075389608257644,7860.203602499954
483,RATNAMANI,0.2394386757052229,10238.872809749984
484,AJMERA,0.23821226487273134,12235.069026499928
485,KESORAMIND,0.2374793527344583,12181.900611499965
486,MAXHEALTH,0.2340185882796948,6830.168675000052
487,NEOGEN,0.23079975998580143,9940.927239499972
488,JINDALSTEL,0.23060284421990024,12309.075693500024
489,ASAHIINDIA,0.22489134361171115,12144.23791599997
490,HITECH,0.22126381111314558,14105.766379250097
491,EMKAY,0.2180457081657084,10075.886160499926
492,ESTER,0.2174264029519475,8368.64520899998
493,PRIVISCL,0.21188787802252543,11128.656080500034
494,LINC,0.21135173679760516,8884.810900999946
495,GRINDWELL,0.21023537471152234,8791.472434749885
496,GPPL,0.21000812470550692,6437.945868500057
497,ELECTHERM,0.20907593640822156,9969.337207500066
498,SATIA,0.20688077100357657,7387.4283977499435
499,POONAWALLA,0.20533681573430063,12035.674208249999
500,INDORAMA,0.2048090047932138,11630.788427500112
501,DLINKINDIA,0.2047476602019647,10397.529031999991
502,GSS,0.20455667795643973,12189.63121750002
503,UCOBANK,0.20453215446177855,11831.806531249982
504,INFOBEAN,0.20215716860094554,8356.329743250084
505,ADANITRANS,0.19915234687036407,8421.799848750015
506,LAOPALA,0.1991171359468448,13068.387996250036
507,ORIENTHOT,0.19704423585246622,6432.403632249974
508,PSB,0.19488540849624364,8605.209944250004
509,GREAVESCOT,0.1947401108214333,9337.066135999965
510,SESHAPAPER,0.1934612314047135,11431.960301750063
511,HUHTAMAKI,0.19078530382657602,7097.601662750007
512,KREBSBIO,0.18507685538079757,11978.910320250056
513,GULPOLY,0.18441765287582587,9706.151904749902
514,OILCOUNTUB,0.18432861427573233,12012.912352500047
515,UBL,0.18409041489902273,9303.918708749916
516,AROGRANITE,0.1826127127103876,10548.996886999856
517,EXCEL,0.18241694886951404,11148.871627999906
518,UCALFUEL,0.1808616473342175,11302.170811249991
519,TNPL,0.1804376858728514,10663.387602499977
520,VHL,0.17958615806637165,8755.025732499984
521,UJJIVAN,0.17633384811600417,10195.504438499964
522,GUJGASLTD,0.17541002688285084,7861.081340249948
523,GMMPFAUDLR,0.17527288308258365,7835.337577250029
524,AKSHARCHEM,0.17410118142413328,8352.528193250066
525,GENESYS,0.17365758610835053,10112.83307550002
526,ASHIMASYN,0.17300509599960634,10108.533500000005
527,IFCI,0.17233929700323514,9465.54242875005
528,STCINDIA,0.17199924636829253,9425.87524499996
529,KOLTEPATIL,0.17105224935226435,8876.634468500051
530,CARBORUNIV,0.17064408616595042,8433.396555750078
531,CIGNITITEC,0.16877177886489728,9008.10888975003
532,INDIGO,0.16761775347129818,7219.827217249913
533,VENKEYS,0.1642769173909414,9699.682316749953
