,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2018-07-03 09:17:00+05:30,2018-07-10 09:17:00+05:30,BANKNIFTY20180726FUT,50.0,26775.35,26193.71,False,-29081.99999999997,-0.021722965339388632,7 days 00:00:00,-0.100895416464375
1,2018-07-09 09:17:00+05:30,2018-07-12 09:22:00+05:30,NIFTY20180726FUT,50.0,10838.17,11002.95,True,8239.000000000033,0.015203673682918856,3 days 00:05:00,0.029339874545417238
2,2018-07-10 09:17:00+05:30,2018-07-26 15:16:00+05:30,BANKNIFTY20180830FUT,50.0,26775.35,27390.52,True,30758.500000000095,0.02297523655152974,16 days 05:59:00,0.11159045264470333
3,2018-07-13 09:17:00+05:30,2018-07-26 15:16:00+05:30,NIFTY20180830FUT,50.0,11041.21,11162.77,True,6078.0000000000655,0.01100966289020871,13 days 05:59:00,
4,2018-07-26 15:16:00+05:30,2018-07-27 09:17:00+05:30,BANKNIFTY20180830FUT,50.0,27450.74,27499.5,True,2437.99999999992,0.0017762726979308535,0 days 18:01:00,0.007518228697917478
5,2018-07-26 15:16:00+05:30,2018-07-27 09:29:00+05:30,NIFTY20180830FUT,50.0,11205.69,11241.75,True,1802.9999999999745,0.003218007994152925,0 days 18:13:00,0.0055600354152360405
6,2018-07-27 09:17:00+05:30,2018-08-09 09:57:00+05:30,BANKNIFTY20180830FUT,50.0,27510.5,28263.15,True,37632.50000000007,0.02735864488104547,13 days 00:40:00,
7,2018-07-30 09:17:00+05:30,2018-08-20 09:18:00+05:30,NIFTY20180830FUT,50.0,11326.01,11526.69,True,10034.000000000015,0.017718508106561826,21 days 00:01:00,0.02989108877650392
8,2018-08-16 09:17:00+05:30,2018-08-30 15:16:00+05:30,BANKNIFTY20180927FUT,50.0,28106.72,27876.12,False,-11530.00000000011,-0.00820444363483189,14 days 05:59:00,-0.0330756056134785
9,2018-08-23 09:17:00+05:30,2018-08-30 15:16:00+05:30,NIFTY20180927FUT,50.0,11604.87,11673.11,True,3411.999999999989,0.005880289912769361,7 days 05:59:00,0.009432958646926651
10,2018-08-30 15:16:00+05:30,2018-09-05 14:04:00+05:30,NIFTY20180927FUT,50.0,11735.35,11437.61,True,-14886.999999999989,-0.02537120750552815,5 days 22:48:00,-0.04173300837634485
11,2018-08-30 15:16:00+05:30,2018-09-11 14:19:00+05:30,BANKNIFTY20180927FUT,50.0,27121.17,28224.6,False,55171.500000000015,0.04068519167867759,11 days 23:03:00,0.15466330836538675
12,2018-09-17 09:17:00+05:30,2018-09-19 14:20:00+05:30,NIFTY20180927FUT,50.0,11274.6,11449.51,False,8745.499999999993,0.015513632412679817,2 days 05:03:00,0.020643923768909368
13,2018-09-17 09:17:00+05:30,2018-09-21 12:40:00+05:30,BANKNIFTY20180927FUT,50.0,26267.6,26959.61,False,34600.5000000001,0.02634462227230512,4 days 03:23:00,0.08167515686537663
14,2018-09-25 09:17:00+05:30,2018-09-26 09:17:00+05:30,NIFTY20180927FUT,50.0,11131.33,10969.06,False,-8113.500000000022,-0.014577772826787135,1 days 00:00:00,-0.0202712669538099
15,2018-09-25 09:17:00+05:30,2018-09-26 09:17:00+05:30,BANKNIFTY20180927FUT,50.0,25463.24,24854.18,False,-30453.000000000065,-0.023919187031972416,1 days 00:00:00,-0.07608564645891076
