date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2018-08-01 00:00:00+05:30,322015.3300,122112.3700,0.0000,0.0000,300000.0000,196116.2500,3786.7100,20234.2200,22015.3300,322015.3300,2005.6100,0.0000,-13670.0000,6.0400,6.0400,1945612.5000,1945612.5000,1945612.5000,0.0000,2,0,-0.0407,0.0734,0.5307,-0.0420,,,318692.8209,-0.0032,,
2018-08-02 00:00:00+05:30,312055.3300,122112.3700,0.0000,0.0000,300000.0000,196116.2500,-6173.2900,20234.2200,12055.3300,312055.3300,2005.6100,0.0000,-9960.0000,6.2000,6.2000,1935652.5000,1935652.5000,1935652.5000,0.0000,2,0,-0.0309,0.0402,0.5291,-0.0716,,,316350.7643,-0.0073,,
2018-08-03 00:00:00+05:30,335702.8300,121993.6200,0.0000,0.0000,300000.0000,196235.0000,17474.2100,20234.2200,35702.8300,335702.8300,2005.6100,0.0000,23647.5000,5.8400,5.8400,1959300.0000,1959300.0000,1959300.0000,0.0000,2,0,0.0758,0.1190,0.5715,-0.0013,,,319844.1444,0.0110,,
2018-08-06 00:00:00+05:30,345252.8300,121354.3700,0.0000,0.0000,300000.0000,196874.2500,27024.2100,20234.2200,45252.8300,345252.8300,2005.6100,0.0000,9550.0000,5.7000,5.7000,1968850.0000,1968850.0000,1968850.0000,0.0000,2,0,0.0284,0.1508,0.5673,0.0000,,,320604.1868,0.0024,,
2018-08-07 00:00:00+05:30,345992.8300,121295.1200,0.0000,0.0000,300000.0000,196933.5000,27764.2100,20234.2200,45992.8300,345992.8300,2005.6100,0.0000,740.0000,5.6900,5.6900,1969590.0000,1969590.0000,1969590.0000,0.0000,2,0,0.0021,0.1533,0.5567,0.0000,,,320663.3012,0.0002,,
2018-08-08 00:00:00+05:30,356972.8300,120144.6200,0.0000,0.0000,300000.0000,198084.0000,38744.2100,20234.2200,56972.8300,356972.8300,2005.6100,0.0000,10980.0000,5.5500,5.5500,1980570.0000,1980570.0000,1980570.0000,0.0000,2,0,0.0317,0.1899,0.5549,0.0000,,,322460.6608,0.0056,,
2018-08-09 00:00:00+05:30,363548.1700,298227.6500,0.0000,0.0000,300000.0000,57421.2500,7899.2600,57866.4800,63548.1700,363548.1700,2217.5800,0.0000,6575.3400,1.5800,1.5800,574200.0000,574200.0000,574200.0000,0.0000,1,0,0.0184,0.2118,0.5479,0.0000,,,322908.2413,0.0014,,
2018-08-10 00:00:00+05:30,361098.1700,298227.6500,0.0000,0.0000,300000.0000,57421.2500,5449.2600,57866.4800,61098.1700,361098.1700,2217.5800,0.0000,-2450.0000,1.5800,1.5800,571750.0000,571750.0000,571750.0000,0.0000,1,0,-0.0067,0.2037,0.5390,-0.0067,,,321506.3853,-0.0043,,
2018-08-13 00:00:00+05:30,358695.6700,298227.6500,0.0000,0.0000,300000.0000,57421.2500,3046.7600,57866.4800,58695.6700,358695.6700,2217.5800,0.0000,-2402.5000,1.5900,1.5900,569347.5000,569347.5000,569347.5000,0.0000,1,0,-0.0067,0.1957,0.5306,-0.0133,,,319875.1091,-0.0051,,
2018-08-14 00:00:00+05:30,362563.1700,298227.6500,0.0000,0.0000,300000.0000,57421.2500,6914.2600,57866.4800,62563.1700,362563.1700,2217.5800,0.0000,3867.5000,1.5800,1.5800,573215.0000,573215.0000,573215.0000,0.0000,1,0,0.0108,0.2085,0.5231,-0.0027,,,321866.7017,0.0062,,
2018-08-16 00:00:00+05:30,356795.2800,158353.0800,0.0000,0.0000,300000.0000,197086.7500,1355.4500,57866.4800,56795.2800,356795.2800,2426.6500,0.0000,-5767.8900,5.5200,-2.3200,1967850.0000,-826150.0000,570850.0000,1397000.0000,1,1,-0.0159,0.1893,0.5170,-0.0186,,,320659.0788,-0.0038,,
2018-08-17 00:00:00+05:30,348595.2800,157144.3300,0.0000,0.0000,300000.0000,198295.5000,-6844.5500,57866.4800,48595.2800,348595.2800,2426.6500,0.0000,-8200.0000,5.6900,-2.3900,1982950.0000,-834350.0000,574300.0000,1408650.0000,1,1,-0.0230,0.1620,0.5132,-0.0411,,,322718.2307,0.0064,,
2018-08-20 00:00:00+05:30,343158.5400,223800.1100,0.0000,0.0000,300000.0000,141587.2500,-22228.8200,67900.4600,43158.5400,343158.5400,2513.1000,0.0000,-5436.7400,4.1300,-4.1300,1416035.0000,-1416035.0000,0.0000,1416035.0000,0,1,-0.0156,0.1439,0.5075,-0.0561,,,325265.7803,0.0079,,
2018-08-21 00:00:00+05:30,344743.5400,223800.1100,0.0000,0.0000,300000.0000,141587.2500,-20643.8200,67900.4600,44743.5400,344743.5400,2513.1000,0.0000,1585.0000,4.1000,-4.1000,1414450.0000,-1414450.0000,0.0000,1414450.0000,0,1,0.0046,0.1491,0.5005,-0.0517,,,325727.4357,0.0014,,
2018-08-23 00:00:00+05:30,353087.9800,165688.7200,0.0000,0.0000,300000.0000,199611.6000,-12212.3400,67900.4600,53087.9800,353087.9800,2600.1400,0.0000,8344.4400,5.6200,-2.3400,1985425.0000,-825775.0000,579825.0000,1405600.0000,1,1,0.0242,0.1770,0.4977,-0.0288,,,325958.2634,0.0007,,
2018-08-24 00:00:00+05:30,361710.4800,165688.7200,0.0000,0.0000,300000.0000,199611.6000,-3589.8400,67900.4600,61710.4800,361710.4800,2600.1400,0.0000,8622.5000,5.4600,-2.2600,1974447.5000,-817152.5000,578647.5000,1395800.0000,1,1,0.0244,0.2057,0.4951,-0.0051,,,325306.5974,-0.0020,,
2018-08-27 00:00:00+05:30,350712.9800,165168.0700,0.0000,0.0000,300000.0000,200132.2500,-14587.3400,67900.4600,50712.9800,350712.9800,2600.1400,0.0000,-10997.5000,5.7000,-2.3600,1999350.0000,-828150.0000,585600.0000,1413750.0000,1,1,-0.0304,0.1690,0.4948,-0.0353,,,329261.6329,0.0122,,
2018-08-28 00:00:00+05:30,351067.9800,164938.0700,0.0000,0.0000,300000.0000,200362.2500,-14232.3400,67900.4600,51067.9800,351067.9800,2600.1400,0.0000,355.0000,5.7100,-2.3600,2003535.0000,-827795.0000,587870.0000,1415665.0000,1,1,0.0010,0.1702,0.4886,-0.0343,,,330583.2622,0.0040,,
2018-08-29 00:00:00+05:30,352800.4800,164938.0700,0.0000,0.0000,300000.0000,200362.2500,-12499.8400,67900.4600,52800.4800,352800.4800,2600.1400,0.0000,1732.5000,5.6600,-2.3400,1996597.5000,-826062.5000,585267.5000,1411330.0000,1,1,0.0049,0.1760,0.4828,-0.0296,,,328984.3581,-0.0048,,
2018-08-30 00:00:00+05:30,356595.0300,156767.9100,0.0000,0.0000,300000.0000,199816.7500,10.3700,59782.8500,56595.0300,356595.0300,3198.1900,0.0000,3794.5500,5.6000,-2.3100,1998402.5000,-824452.5000,586975.0000,1411427.5000,1,1,0.0108,0.1887,0.4778,-0.0191,,,328776.0502,-0.0006,,
2018-08-31 00:00:00+05:30,356720.0300,156767.9100,0.0000,0.0000,300000.0000,199816.7500,135.3700,59782.8500,56720.0300,356720.0300,3198.1900,0.0000,125.0000,5.6000,-2.3100,1997497.5000,-824327.5000,586585.0000,1410912.5000,1,1,0.0004,0.1891,0.4722,-0.0188,,,328660.6364,-0.0004,,
2018-09-03 00:00:00+05:30,363965.0300,156767.9100,0.0000,0.0000,300000.0000,199816.7500,7380.3700,59782.8500,63965.0300,363965.0300,3198.1900,0.0000,7245.0000,5.4400,-2.2400,1979417.5000,-817082.5000,581167.5000,1398250.0000,1,1,0.0203,0.2132,0.4693,0.0000,,,325721.8057,-0.0089,,
2018-09-04 00:00:00+05:30,378207.5300,156767.9100,0.0000,0.0000,300000.0000,199816.7500,21622.8700,59782.8500,78207.5300,378207.5300,3198.1900,0.0000,14242.5000,5.1800,-2.1200,1960955.0000,-802840.0000,579057.5000,1381897.5000,1,1,0.0391,0.2607,0.4732,0.0000,,,324373.4342,-0.0041,,
2018-09-05 00:00:00+05:30,377642.3500,200487.1500,0.0000,0.0000,300000.0000,141125.0000,36030.2000,44896.1200,77642.3500,377642.3500,3283.9700,0.0000,-565.1800,3.6400,-3.6400,1375200.0000,-1375200.0000,0.0000,1375200.0000,0,1,-0.0015,0.2588,0.4680,-0.0015,,,322913.8712,-0.0045,,
2018-09-06 00:00:00+05:30,376182.3500,200487.1500,0.0000,0.0000,300000.0000,141125.0000,34570.2000,44896.1200,76182.3500,376182.3500,3283.9700,0.0000,-1460.0000,3.6600,-3.6600,1376660.0000,-1376660.0000,0.0000,1376660.0000,0,1,-0.0039,0.2539,0.4631,-0.0054,,,324260.8353,0.0042,,
2018-09-07 00:00:00+05:30,374342.3500,200487.1500,0.0000,0.0000,300000.0000,141125.0000,32730.2000,44896.1200,74342.3500,374342.3500,3283.9700,0.0000,-1840.0000,3.6800,-3.6800,1378500.0000,-1378500.0000,0.0000,1378500.0000,0,1,-0.0049,0.2478,0.4584,-0.0102,,,326144.0515,0.0058,,
2018-09-10 00:00:00+05:30,386092.3500,200487.1500,0.0000,0.0000,300000.0000,141125.0000,44480.2000,44896.1200,86092.3500,386092.3500,3283.9700,0.0000,11750.0000,3.5400,-3.5400,1366750.0000,-1366750.0000,0.0000,1366750.0000,0,1,0.0314,0.2870,0.4593,0.0000,,,322018.7102,-0.0126,,
2018-09-11 00:00:00+05:30,396580.2800,396580.2800,0.0000,0.0000,300000.0000,0.0000,0.0000,100067.6600,96580.2800,396580.2800,3487.3800,0.0000,10487.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0272,0.3219,0.4588,0.0000,,,317585.1294,-0.0138,,
2018-09-12 00:00:00+05:30,396580.2800,396580.2800,0.0000,0.0000,300000.0000,0.0000,0.0000,100067.6600,96580.2800,396580.2800,3487.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.3219,0.4543,0.0000,,,320067.9347,0.0078,,
2018-09-14 00:00:00+05:30,396580.2800,396580.2800,0.0000,0.0000,300000.0000,0.0000,0.0000,100067.6600,96580.2800,396580.2800,3487.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.3219,0.4499,0.0000,,,324024.3777,0.0124,,
2018-09-17 00:00:00+05:30,402945.5500,204246.6300,0.0000,0.0000,300000.0000,192045.5800,6653.3300,100067.6600,102945.5500,402945.5500,3775.4500,0.0000,6365.2700,4.7500,-4.7500,1913802.5000,-1913802.5000,0.0000,1913802.5000,0,2,0.0161,0.3432,0.4470,0.0000,,,320107.3443,-0.0121,,
2018-09-18 00:00:00+05:30,423635.5500,204246.6300,0.0000,0.0000,300000.0000,192045.5800,27343.3300,100067.6600,123635.5500,423635.5500,3775.4500,0.0000,20690.0000,4.4700,-4.4700,1893112.5000,-1893112.5000,0.0000,1893112.5000,0,2,0.0513,0.4121,0.4565,0.0000,,,317662.5412,-0.0076,,
2018-09-19 00:00:00+05:30,433748.2600,270154.8800,0.0000,0.0000,300000.0000,134798.0400,28795.3500,108812.9200,133748.2600,433748.2600,3860.0100,0.0000,10112.7100,3.0400,-3.0400,1319185.0000,-1319185.0000,0.0000,1319185.0000,0,1,0.0239,0.4458,0.4552,0.0000,,,316322.6145,-0.0042,,
2018-09-21 00:00:00+05:30,439356.1300,439356.1300,0.0000,0.0000,300000.0000,0.0000,0.0000,143413.1400,139356.1300,439356.1300,4057.0100,0.0000,5607.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0129,0.4645,0.4519,0.0000,,,314166.3461,-0.0068,,
2018-09-24 00:00:00+05:30,439356.1300,439356.1300,0.0000,0.0000,300000.0000,0.0000,0.0000,143413.1400,139356.1300,439356.1300,4057.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.4645,0.4479,0.0000,,,308934.7208,-0.0167,,
2018-09-25 00:00:00+05:30,405519.1500,256629.9600,0.0000,0.0000,300000.0000,182457.5000,-33568.3000,143413.1400,105519.1500,405519.1500,4325.6900,0.0000,-33836.9800,4.5000,-4.5000,1824730.0000,-1824730.0000,0.0000,1824730.0000,0,2,-0.0770,0.3517,0.4721,-0.0770,,,311848.2167,0.0094,,
2018-09-26 00:00:00+05:30,400246.3200,400246.3200,0.0000,0.0000,300000.0000,0.0000,0.0000,104846.4700,100246.3200,400246.3200,4600.1500,0.0000,-5272.8300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0130,0.3342,0.4689,-0.0890,,,310985.4278,-0.0028,,
2018-09-27 00:00:00+05:30,409684.8300,287890.9900,0.0000,0.0000,300000.0000,126288.0000,-4494.1600,119345.4700,109684.8300,409684.8300,5166.4800,0.0000,9438.5100,3.0800,-3.0800,1262560.0000,-1262560.0000,0.0000,1262560.0000,0,1,0.0236,0.3656,0.4675,-0.0675,3.0634,0.4629,309276.7399,-0.0055,,
2018-09-28 00:00:00+05:30,416615.7800,232373.9300,0.0000,0.0000,300000.0000,181721.9100,2519.9500,119345.4700,116615.7800,416615.7800,5249.6300,0.0000,6930.9500,4.3400,-4.3400,1809885.0000,-1809885.0000,0.0000,1809885.0000,0,2,0.0169,0.3887,0.4649,-0.0518,3.2139,0.4633,307763.6925,-0.0049,0.005797480319376325,0.03179241701454641
2018-10-01 00:00:00+05:30,406863.0600,297121.7200,0.0000,0.0000,300000.0000,127675.5000,-17934.1600,130128.3900,106863.0600,406863.0600,5331.1600,0.0000,-9752.7200,3.1400,-3.1400,1276000.0000,-1276000.0000,0.0000,1276000.0000,0,1,-0.0234,0.3562,0.4635,-0.0740,3.1144,0.4654,310057.8946,0.0075,0.005453914440241651,-0.0463110159823429
2018-10-03 00:00:00+05:30,431458.0100,242031.2200,0.0000,0.0000,300000.0000,182683.5000,6743.3000,130128.3900,131458.0100,431458.0100,5413.6800,0.0000,24594.9500,4.1800,-4.1800,1801402.5000,-1801402.5000,0.0000,1801402.5000,0,2,0.0605,0.4382,0.4755,-0.0180,3.8197,0.4740,305437.1182,-0.0149,0.006722322825069079,-0.30433250709176163
2018-10-04 00:00:00+05:30,456494.2300,307610.4000,0.0000,0.0000,300000.0000,127675.5000,21208.3400,140780.4900,156494.2300,456494.2300,5494.5900,0.0000,25036.2200,2.7100,-2.7100,1236857.5000,-1236857.5000,0.0000,1236857.5000,0,1,0.0580,0.5216,0.4856,0.0000,4.3342,0.4838,297055.5394,-0.0274,0.007840705158877574,-0.5772470088615383
2018-10-05 00:00:00+05:30,482403.6100,482403.6100,0.0000,0.0000,300000.0000,0.0000,0.0000,188238.1300,182403.6100,482403.6100,5834.5200,0.0000,25909.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0568,0.6080,0.4947,0.0000,4.7339,0.4936,288916.0482,-0.0274,0.008542590898864432,-0.7875301097812728
2018-10-08 00:00:00+05:30,478975.6000,430413.2600,0.0000,0.0000,300000.0000,51913.0000,-3350.6600,188238.1300,178975.6000,478975.6000,5911.8700,0.0000,-3428.0100,1.0800,-1.0800,519050.0000,-519050.0000,0.0000,519050.0000,0,1,-0.0071,0.5966,0.4911,-0.0071,5.0627,0.4856,291427.0031,0.0087,0.008512575654814626,-0.8025337712708963
2018-10-09 00:00:00+05:30,482810.6000,430413.2600,0.0000,0.0000,300000.0000,51913.0000,484.3400,188238.1300,182810.6000,482810.6000,5911.8700,0.0000,3835.0000,1.0700,-1.0700,515215.0000,-515215.0000,0.0000,515215.0000,0,1,0.0080,0.6094,0.4877,0.0000,4.9522,0.4850,289711.2777,-0.0059,0.009127797098043736,-0.7218255748522096
2018-10-10 00:00:00+05:30,476195.5100,476195.5100,0.0000,0.0000,300000.0000,0.0000,0.0000,182185.6400,176195.5100,476195.5100,5990.1400,0.0000,-6615.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0137,0.5873,0.4848,-0.0137,5.0038,0.4840,294522.0647,0.0166,0.008585603629331192,-0.8026196213962888
2018-10-11 00:00:00+05:30,485517.0200,300422.8700,0.0000,0.0000,300000.0000,175510.7500,9583.4000,182185.6400,185517.0200,485517.0200,6252.0200,0.0000,9321.5100,3.6200,3.6200,1755455.0000,1755455.0000,1755455.0000,0.0000,2,0,0.0196,0.6184,0.4827,0.0000,4.8042,0.4768,288486.7649,-0.0205,0.008970335086829612,-0.7779135342726282
2018-10-12 00:00:00+05:30,512445.5200,512445.5200,0.0000,0.0000,300000.0000,0.0000,0.0000,218964.9400,212445.5200,512445.5200,6519.4200,0.0000,26928.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0555,0.7082,0.4907,0.0000,5.2943,0.4845,294592.4390,0.0212,0.009385298100035928,-0.5852917811981196
2018-10-15 00:00:00+05:30,521418.1400,332703.4300,0.0000,0.0000,300000.0000,179474.2500,9240.4600,218964.9400,221418.1400,521418.1400,6787.2500,0.0000,8972.6200,3.4400,3.4400,1794812.5000,1794812.5000,1794812.5000,0.0000,2,0,0.0175,0.7381,0.4883,0.0000,6.1731,0.4650,296070.2992,0.0050,0.009887045236587027,-0.5688823455125136
2018-10-16 00:00:00+05:30,536005.6400,331276.1800,0.0000,0.0000,300000.0000,180901.5000,23827.9600,218964.9400,236005.6400,536005.6400,6787.2500,0.0000,14587.5000,3.3800,3.3800,1809400.0000,1809400.0000,1809400.0000,0.0000,2,0,0.0280,0.7867,0.4877,0.0000,5.9747,0.4452,297724.0952,0.0056,0.011340604691639358,-0.6332273680771813
2018-10-17 00:00:00+05:30,518281.0800,395106.2100,0.0000,0.0000,300000.0000,127969.7500,-4794.8800,229943.3700,218281.0800,518281.0800,6867.4100,0.0000,-17724.5600,2.4300,2.4300,1257355.0000,1257355.0000,1257355.0000,0.0000,1,0,-0.0331,0.7276,0.4882,-0.0331,5.8402,0.4487,294402.4284,-0.0112,0.00932831181754688,-0.6347750981727548
2018-10-19 00:00:00+05:30,515176.0800,395106.2100,0.0000,0.0000,300000.0000,127969.7500,-7899.8800,229943.3700,215176.0800,515176.0800,6867.4100,0.0000,-3105.0000,2.4300,2.4300,1254250.0000,1254250.0000,1254250.0000,0.0000,1,0,-0.0060,0.7173,0.4850,-0.0389,6.0229,0.4453,290407.9833,-0.0136,0.009548467959664355,-0.5927115991804699
2018-10-22 00:00:00+05:30,520451.1800,401766.3100,0.0000,0.0000,300000.0000,127969.7500,-9284.8800,236757.7100,220451.1800,520451.1800,7021.6500,0.0000,5275.1000,2.4100,2.4100,1252865.0000,1252865.0000,1252865.0000,0.0000,1,0,0.0102,0.7348,0.4821,-0.0290,5.9175,0.4447,288606.4012,-0.0062,0.010009582595558618,-0.5922770744945038
2018-10-23 00:00:00+05:30,513162.6100,513162.6100,0.0000,0.0000,300000.0000,0.0000,0.0000,220371.1300,213162.6100,513162.6100,7208.5200,0.0000,-7288.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0140,0.7105,0.4796,-0.0426,5.4692,0.4449,286686.5904,-0.0067,0.009326377604648406,-0.5792411579051445
2018-10-24 00:00:00+05:30,518402.1300,335635.6800,0.0000,0.0000,300000.0000,177261.0400,5505.4100,220371.1300,218402.1300,518402.1300,7474.4100,0.0000,5239.5200,3.4100,-3.4100,1767105.0000,-1767105.0000,0.0000,1767105.0000,0,2,0.0102,0.7280,0.4768,-0.0328,5.5659,0.4445,288250.3073,0.0055,0.008904678695180088,-0.6102519090626344
2018-10-25 00:00:00+05:30,535825.6500,415711.8300,0.0000,0.0000,300000.0000,125000.5000,-4886.6800,248635.2400,235825.6500,535825.6500,7922.9100,0.0000,17423.5200,2.3300,-2.3300,1250537.5000,-1250537.5000,0.0000,1250537.5000,0,1,0.0336,0.7861,0.4776,-0.0003,5.8349,0.4468,285418.4456,-0.0098,0.00926822836556824,-0.631755364207728
