date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2018-09-03 00:00:00+05:30,300000.0000,300000.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,,,300000.0000,0.0000,,
2018-09-04 00:00:00+05:30,300000.0000,300000.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.0000,0.0000,,,298758.1075,-0.0041,,
2018-09-05 00:00:00+05:30,303593.2900,104240.1500,0.0000,0.0000,300000.0000,195466.6500,3886.4900,0.0000,3593.2900,303593.2900,293.2000,0.0000,3593.2900,6.4300,-6.4300,1950780.0000,-1950780.0000,0.0000,1950780.0000,0,2,0.0120,0.0120,0.1100,0.0000,,,297413.8043,-0.0045,,
2018-09-06 00:00:00+05:30,300413.2900,104240.1500,0.0000,0.0000,300000.0000,195466.6500,706.4900,0.0000,413.2900,300413.2900,293.2000,0.0000,-3180.0000,6.5000,-6.5000,1953960.0000,-1953960.0000,0.0000,1953960.0000,0,2,-0.0105,0.0014,0.1266,-0.0105,,,298654.4004,0.0042,,
2018-09-07 00:00:00+05:30,294223.2900,103712.3000,0.0000,0.0000,300000.0000,195994.5000,-5483.5100,0.0000,-5776.7100,294223.2900,293.2000,0.0000,-6190.0000,6.6600,-6.6600,1960150.0000,-1960150.0000,0.0000,1960150.0000,0,2,-0.0206,-0.0193,0.1850,-0.0309,,,300388.9016,0.0058,,
2018-09-10 00:00:00+05:30,313198.2900,103712.3000,0.0000,0.0000,300000.0000,195994.5000,13491.4900,0.0000,13198.2900,313198.2900,293.2000,0.0000,18975.0000,6.2000,-6.2000,1941175.0000,-1941175.0000,0.0000,1941175.0000,0,2,0.0645,0.0440,0.4508,0.0000,,,296589.3329,-0.0126,,
2018-09-11 00:00:00+05:30,340037.1900,171960.6400,0.0000,0.0000,300000.0000,137844.5000,30232.0500,10183.4600,40037.1900,340037.1900,378.3300,0.0000,26838.9000,3.9600,-3.9600,1346750.0000,-1346750.0000,0.0000,1346750.0000,0,1,0.0857,0.1335,0.6623,0.0000,,,292505.8659,-0.0138,,
2018-09-12 00:00:00+05:30,341816.5700,341816.5700,0.0000,0.0000,300000.0000,0.0000,0.0000,42396.6100,41816.5700,341816.5700,580.0400,0.0000,1779.3800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0052,0.1394,0.6202,0.0000,,,294792.6074,0.0078,,
2018-09-14 00:00:00+05:30,341816.5700,341816.5700,0.0000,0.0000,300000.0000,0.0000,0.0000,42396.6100,41816.5700,341816.5700,580.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.1394,0.5847,0.0000,,,298436.6155,0.0124,,
2018-09-17 00:00:00+05:30,348181.8300,149482.9200,0.0000,0.0000,300000.0000,192045.5800,6653.3300,42396.6100,48181.8300,348181.8300,868.1100,0.0000,6365.2600,5.5000,-5.5000,1913802.5000,-1913802.5000,0.0000,1913802.5000,0,2,0.0186,0.1606,0.5625,0.0000,,,294828.9049,-0.0121,,
2018-09-18 00:00:00+05:30,368871.8300,149482.9200,0.0000,0.0000,300000.0000,192045.5800,27343.3300,42396.6100,68871.8300,368871.8300,868.1100,0.0000,20690.0000,5.1300,-5.1300,1893112.5000,-1893112.5000,0.0000,1893112.5000,0,2,0.0594,0.2296,0.6070,0.0000,,,292577.1646,-0.0076,,
2018-09-19 00:00:00+05:30,378984.5500,215391.1700,0.0000,0.0000,300000.0000,134798.0400,28795.3500,51141.8700,78984.5500,378984.5500,952.6700,0.0000,10112.7200,3.4800,-3.4800,1319185.0000,-1319185.0000,0.0000,1319185.0000,0,1,0.0274,0.2633,0.5946,0.0000,,,291343.0501,-0.0042,,
2018-09-21 00:00:00+05:30,384592.4200,384592.4200,0.0000,0.0000,300000.0000,0.0000,0.0000,85742.1000,84592.4200,384592.4200,1149.6800,0.0000,5607.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0148,0.2820,0.5750,0.0000,,,289357.0592,-0.0068,,
2018-09-24 00:00:00+05:30,384592.4200,384592.4200,0.0000,0.0000,300000.0000,0.0000,0.0000,85742.1000,84592.4200,384592.4200,1149.6800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.2820,0.5541,0.0000,,,284538.5682,-0.0167,,
