Date,Open,High,Low,Close,Adj Close,Volume
2018-07-02 00:00:00+05:30,87.69999694824219,88.5,86.25,86.9000015258789,86.9000015258789,157835
2018-07-03 00:00:00+05:30,87.1500015258789,87.75,85.0999984741211,86.1500015258789,86.1500015258789,38831
2018-07-04 00:00:00+05:30,86.0,87.94999694824219,86.0,87.0,87.0,22474
2018-07-05 00:00:00+05:30,86.0,88.9000015258789,86.0,88.0,88.0,19369
2018-07-06 00:00:00+05:30,87.6500015258789,89.0999984741211,87.0,87.5999984741211,87.5999984741211,25100
2018-07-09 00:00:00+05:30,88.0,90.5999984741211,87.44999694824219,88.3499984741211,88.3499984741211,57892
2018-07-10 00:00:00+05:30,88.5999984741211,90.5999984741211,88.5999984741211,89.25,89.25,40897
2018-07-11 00:00:00+05:30,90.4000015258789,90.4000015258789,86.19999694824219,87.3499984741211,87.3499984741211,29834
2018-07-12 00:00:00+05:30,87.94999694824219,89.6500015258789,87.5,88.94999694824219,88.94999694824219,29652
2018-07-13 00:00:00+05:30,87.9000015258789,89.8499984741211,87.0,87.30000305175781,87.30000305175781,19002
2018-07-16 00:00:00+05:30,87.30000305175781,88.25,84.44999694824219,85.0999984741211,85.0999984741211,29979
2018-07-17 00:00:00+05:30,84.0999984741211,87.3499984741211,84.0999984741211,86.3499984741211,86.3499984741211,22384
2018-07-18 00:00:00+05:30,86.19999694824219,86.55000305175781,82.75,83.44999694824219,83.44999694824219,26680
2018-07-19 00:00:00+05:30,83.0,84.0,81.8499984741211,82.94999694824219,82.94999694824219,21926
2018-07-20 00:00:00+05:30,82.94999694824219,83.8499984741211,82.0999984741211,83.0,83.0,21072
2018-07-23 00:00:00+05:30,82.1500015258789,85.5999984741211,81.1500015258789,83.0999984741211,83.0999984741211,22979
2018-07-24 00:00:00+05:30,83.5999984741211,87.0,83.5999984741211,86.4000015258789,86.4000015258789,42065
2018-07-25 00:00:00+05:30,87.0,88.8499984741211,86.4000015258789,87.75,87.75,39900
2018-07-26 00:00:00+05:30,88.5,89.25,87.0,88.5,88.5,36305
2018-07-27 00:00:00+05:30,89.9000015258789,90.05000305175781,87.0,88.44999694824219,88.44999694824219,41420
2018-07-30 00:00:00+05:30,94.0999984741211,106.0999984741211,94.0999984741211,106.0999984741211,106.0999984741211,1232402
2018-07-31 00:00:00+05:30,104.0999984741211,105.9000015258789,99.05000305175781,99.80000305175781,99.80000305175781,483512
2018-08-01 00:00:00+05:30,101.4000015258789,103.69999694824219,99.19999694824219,100.25,100.25,237242
2018-08-02 00:00:00+05:30,100.19999694824219,104.55000305175781,97.30000305175781,98.05000305175781,98.05000305175781,357621
2018-08-03 00:00:00+05:30,98.1500015258789,101.55000305175781,98.0,98.3499984741211,98.3499984741211,169157
2018-08-06 00:00:00+05:30,99.19999694824219,100.5,97.3499984741211,97.8499984741211,97.8499984741211,128939
2018-08-07 00:00:00+05:30,98.55000305175781,98.69999694824219,95.5,96.25,96.25,65967
2018-08-08 00:00:00+05:30,96.8499984741211,98.30000305175781,95.0,96.30000305175781,96.30000305175781,65081
2018-08-09 00:00:00+05:30,97.9000015258789,98.69999694824219,93.5,94.5,94.5,143543
2018-08-10 00:00:00+05:30,95.0,96.9000015258789,93.1500015258789,93.80000305175781,93.80000305175781,75236
2018-08-13 00:00:00+05:30,93.75,94.80000305175781,92.1500015258789,92.9000015258789,92.9000015258789,35131
2018-08-14 00:00:00+05:30,93.05000305175781,96.3499984741211,91.0,93.8499984741211,93.8499984741211,119529
2018-08-16 00:00:00+05:30,94.5,100.8499984741211,93.5,97.0999984741211,97.0999984741211,352450
2018-08-17 00:00:00+05:30,98.19999694824219,102.80000305175781,97.0,102.19999694824219,102.19999694824219,199695
2018-08-20 00:00:00+05:30,100.0,105.5,98.5,104.19999694824219,104.19999694824219,286184
