date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2019-01-01 00:00:00+05:30,287989.8000,162180.3000,0.0000,0.0000,300000.0000,137615.0000,-11805.4900,0.0000,-12010.2000,287989.8000,204.7000,0.0000,-12010.2000,4.7800,-4.7800,1376500.0000,-1376500.0000,0.0000,1376500.0000,0,1,-0.0400,-0.0400,0.6350,-0.0400,,,300000.0000,0.0000,,
2019-01-02 00:00:00+05:30,300907.3000,162180.3000,0.0000,0.0000,300000.0000,137615.0000,1112.0100,0.0000,907.3000,300907.3000,204.7000,0.0000,12917.5000,4.5300,-4.5300,1363582.5000,-1363582.5000,0.0000,1363582.5000,0,1,0.0449,0.0030,0.6750,0.0000,,,296318.0150,-0.0123,,
2019-01-03 00:00:00+05:30,310689.8000,162180.3000,0.0000,0.0000,300000.0000,137615.0000,10894.5100,0.0000,10689.8000,310689.8000,204.7000,0.0000,9782.5000,4.3600,-4.3600,1353800.0000,-1353800.0000,0.0000,1353800.0000,0,1,0.0325,0.0356,0.6265,0.0000,,,293231.1400,-0.0104,,
2019-01-04 00:00:00+05:30,295689.8000,162180.3000,0.0000,0.0000,300000.0000,137615.0000,-4105.4900,0.0000,-4310.2000,295689.8000,204.7000,0.0000,-15000.0000,4.6300,-4.6300,1368800.0000,-1368800.0000,0.0000,1368800.0000,0,1,-0.0483,-0.0144,0.6643,-0.0483,,,294962.8686,0.0059,,
2019-01-07 00:00:00+05:30,298399.6900,107786.4400,0.0000,0.0000,300000.0000,191927.3900,-1314.1400,0.0000,-1600.3100,298399.6900,286.1700,0.0000,2709.8900,6.4000,-6.4000,1909132.5000,-1909132.5000,0.0000,1909132.5000,0,2,0.0092,-0.0053,0.5977,-0.0396,,,296061.0045,0.0037,,
2019-01-08 00:00:00+05:30,285422.1900,107318.9400,0.0000,0.0000,300000.0000,192394.8900,-14291.6400,0.0000,-14577.8100,285422.1900,286.1700,0.0000,-12977.5000,6.7300,-6.7300,1922110.0000,-1922110.0000,0.0000,1922110.0000,0,2,-0.0435,-0.0486,0.6141,-0.0813,,,296565.4048,0.0017,,
2019-01-09 00:00:00+05:30,276147.1900,106599.0800,0.0000,0.0000,300000.0000,193114.7500,-23566.6400,0.0000,-23852.8100,276147.1900,286.1700,0.0000,-9275.0000,6.9900,-6.9900,1931385.0000,-1931385.0000,0.0000,1931385.0000,0,2,-0.0325,-0.0795,0.6011,-0.1112,,,298236.6604,0.0056,,
2019-01-10 00:00:00+05:30,283224.6900,106599.0800,0.0000,0.0000,300000.0000,193114.7500,-16489.1400,0.0000,-16775.3100,283224.6900,286.1700,0.0000,7077.5000,6.7900,-6.7900,1924307.5000,-1924307.5000,0.0000,1924307.5000,0,2,0.0256,-0.0559,0.5803,-0.0884,,,297296.5791,-0.0032,,
2019-01-11 00:00:00+05:30,290207.1900,106599.0800,0.0000,0.0000,300000.0000,193114.7500,-9506.6400,0.0000,-9792.8100,290207.1900,286.1700,0.0000,6982.5000,6.6100,-6.6100,1917325.0000,-1917325.0000,0.0000,1917325.0000,0,2,0.0247,-0.0326,0.5625,-0.0659,,,296415.5966,-0.0030,,
2019-01-14 00:00:00+05:30,301697.1900,106599.0800,0.0000,0.0000,300000.0000,193114.7500,1983.3600,0.0000,1697.1900,301697.1900,286.1700,0.0000,11490.0000,6.3200,-6.3200,1905835.0000,-1905835.0000,0.0000,1905835.0000,0,2,0.0396,0.0057,0.5695,-0.0289,,,295274.8547,-0.0038,,
2019-01-15 00:00:00+05:30,285282.1900,106333.8300,0.0000,0.0000,300000.0000,193380.0000,-14431.6400,0.0000,-14717.8100,285282.1900,286.1700,0.0000,-16415.0000,6.7400,-6.7400,1922250.0000,-1922250.0000,0.0000,1922250.0000,0,2,-0.0544,-0.0491,0.6022,-0.0818,,,299182.2392,0.0132,,
2019-01-16 00:00:00+05:30,284972.1900,106333.8300,0.0000,0.0000,300000.0000,193380.0000,-14741.6400,0.0000,-15027.8100,284972.1900,286.1700,0.0000,-310.0000,6.7500,-6.7500,1922560.0000,-1922560.0000,0.0000,1922560.0000,0,2,-0.0011,-0.0501,0.5766,-0.0828,,,299310.0573,0.0004,,
2019-01-17 00:00:00+05:30,282994.6900,106333.8300,0.0000,0.0000,300000.0000,193380.0000,-16719.1400,0.0000,-17005.3100,282994.6900,286.1700,0.0000,-1977.5000,6.8000,-6.8000,1924537.5000,-1924537.5000,0.0000,1924537.5000,0,2,-0.0069,-0.0567,0.5548,-0.0891,,,299326.5500,0.0001,,
2019-01-18 00:00:00+05:30,282782.1900,106283.8300,0.0000,0.0000,300000.0000,193430.0000,-16931.6400,0.0000,-17217.8100,282782.1900,286.1700,0.0000,-212.5000,6.8100,-6.8100,1924750.0000,-1924750.0000,0.0000,1924750.0000,0,2,-0.0008,-0.0574,0.5346,-0.0898,,,299818.5808,0.0016,,
2019-01-21 00:00:00+05:30,281059.6900,106142.0800,0.0000,0.0000,300000.0000,193571.7500,-18654.1400,0.0000,-18940.3100,281059.6900,286.1700,0.0000,-1722.5000,6.8500,-6.8500,1926472.5000,-1926472.5000,0.0000,1926472.5000,0,2,-0.0061,-0.0631,0.5171,-0.0954,,,300995.0568,0.0039,,
