timestamp,amount,price,symbol,slippage_pct
2019-01-01 09:17:00+05:30,-50.0,27293.89013,BANKNIFTY20190131FUT,0.0007710015943650256
2019-01-07 09:17:00+05:30,-50.0,10862.477069999999,NIFTY20190131FUT,-0.0006012435576801915
2019-01-28 13:35:00+05:30,50.0,10671.083789999999,NIFTY20190131FUT,3.596671258661977e-05
2019-01-29 09:17:00+05:30,-50.0,10642.47108,NIFTY20190131FUT,0.0007069408450704838
2019-01-29 14:38:00+05:30,50.0,26555.31,BANKNIFTY20190131FUT,0.00020376724582766241
2019-01-31 15:02:00+05:30,50.0,10837.76712,NIFTY20190131FUT,3.3875283739715774e-05
2019-02-01 09:17:00+05:30,50.0,10885.226610000002,NIFTY20190228FUT,0.0009357759274672077
2019-02-01 09:17:00+05:30,50.0,27351.569219999998,BANKNIFTY20190228FUT,0.0008771066613972336
2019-02-06 13:10:00+05:30,-50.0,11061.787199999999,NIFTY20190228FUT,0.00010962668353983119
2019-02-11 09:17:00+05:30,-50.0,10907.368089999998,NIFTY20190228FUT,0.0009188918606995729
2019-02-15 09:59:00+05:30,50.0,10722.093990000001,NIFTY20190228FUT,0.0005593443510233059
2019-02-15 12:18:00+05:30,-50.0,26734.652,BANKNIFTY20190228FUT,-0.0005109090228658442
2019-02-18 09:17:00+05:30,-50.0,26856.52762,BANKNIFTY20190228FUT,0.0006445812565001961
2019-02-21 09:17:00+05:30,-50.0,10748.04996,NIFTY20190228FUT,2.3263213717424106e-05
2019-02-27 09:33:00+05:30,50.0,10904.180400000001,NIFTY20190228FUT,0.00010826378061094195
2019-02-28 15:16:00+05:30,50.0,26792.65746,BANKNIFTY20190228FUT,
2019-02-28 15:16:00+05:30,-50.0,26957.957329999994,BANKNIFTY20190328FUT,
2019-03-01 09:17:00+05:30,-50.0,10892.77101,NIFTY20190328FUT,0.00037432744325194674
