,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2022-03-02 09:17:00+05:30,2022-03-03 14:18:00+05:30,BANKNIFTY20220331FUT,50.0,35457.7,34930.05,True,-26382.49999999971,-0.014881111860047163,1 days 05:01:00,-0.09795331136585031
1,2022-03-02 09:17:00+05:30,2022-03-04 09:17:00+05:30,NIFTY20220331FUT,50.0,16599.0,16282.6,True,-15819.999999999982,-0.01906138924031566,2 days 00:00:00,-0.058736715087947214
2,2022-03-21 09:17:00+05:30,2022-03-22 09:17:00+05:30,BANKNIFTY20220331FUT,50.0,36377.9,35905.0,True,-23645.000000000073,-0.012999650886939638,1 days 00:00:00,-0.10150137903649917
3,2022-03-23 09:17:00+05:30,2022-03-23 12:44:00+05:30,NIFTY20220331FUT,50.0,17457.15,17242.45,True,-10735.000000000036,-0.012298685638835703,0 days 03:27:00,-0.043200064387613576
4,2022-03-23 13:52:00+05:30,2022-03-30 09:17:00+05:30,BANKNIFTY20220331FUT,50.0,36149.05,36145.1,False,-197.50000000021828,-0.00010926981483619528,6 days 19:25:00,-0.0007947846033128162
5,2022-03-30 09:17:00+05:30,2022-03-31 15:16:00+05:30,BANKNIFTY20220428FUT,50.0,36149.05,36362.65,True,10679.999999999927,0.0059088689744266724,1 days 05:59:00,0.046051355022313896
6,2022-03-31 15:16:00+05:30,2022-04-04 09:17:00+05:30,BANKNIFTY20220428FUT,50.0,36535.05,37690.6,True,57777.49999999978,0.03162853205346634,3 days 18:01:00,0.2163566406725387
7,2022-04-04 09:17:00+05:30,2022-04-05 09:17:00+05:30,NIFTY20220428FUT,50.0,17815.85,18087.8,True,13597.500000000036,0.015264497624306489,1 days 00:00:00,0.049752563551376354
8,2022-04-05 09:17:00+05:30,2022-04-05 15:20:00+05:30,BANKNIFTY20220428FUT,50.0,38521.0,38059.0,True,-23100.0,-0.011993458113756133,0 days 06:03:00,-0.08632851550456401
9,2022-04-05 09:17:00+05:30,2022-04-06 09:17:00+05:30,NIFTY20220428FUT,50.0,18097.8,17885.95,True,-10592.499999999927,-0.011705842699112519,1 days 00:00:00,-0.03958592209879169
10,2022-04-07 09:17:00+05:30,2022-04-18 09:17:00+05:30,NIFTY20220428FUT,50.0,17245.45,17776.65,False,26560.000000000036,0.030802327570460655,11 days 00:00:00,0.10158050235688962
11,2022-04-20 09:17:00+05:30,2022-04-21 09:17:00+05:30,NIFTY20220428FUT,50.0,17263.4,17009.95,False,-12672.500000000036,-0.014681348981081402,1 days 00:00:00,-0.19905679101021762
12,2022-04-22 09:17:00+05:30,2022-04-25 09:17:00+05:30,NIFTY20220428FUT,50.0,17227.0,16941.3,True,-14285.000000000036,-0.01658443141580082,3 days 00:00:00,-0.04238223441079593
13,2022-04-18 12:56:00+05:30,2022-04-25 09:17:00+05:30,BANKNIFTY20220428FUT,50.0,36679.3,35626.2,True,-52655.00000000029,-0.028711016840561453,6 days 20:21:00,
14,2022-04-25 09:17:00+05:30,2022-04-28 14:54:00+05:30,NIFTY20220428FUT,50.0,16951.3,17309.2,True,17895.000000000073,0.021113424929061573,3 days 05:37:00,0.07926383628994783
15,2022-04-29 09:17:00+05:30,2022-04-29 15:13:00+05:30,NIFTY20220526FUT,50.0,17334.65,17121.0,True,-10682.500000000073,-0.012325025310577453,0 days 05:56:00,
