timestamp,amount,price,symbol,slippage_pct
2022-03-02 09:17:00+05:30,50.0,16599.0,NIFTY20220331FUT,-0.00021683350800468272
2022-03-02 09:17:00+05:30,50.0,35457.7,BANKNIFTY20220331FUT,-0.001723026332459743
2022-03-03 14:18:00+05:30,-50.0,34930.05,BANKNIFTY20220331FUT,0.0007080572625218853
2022-03-04 09:17:00+05:30,-50.0,16282.6,NIFTY20220331FUT,-2.4566704745036676e-05
2022-03-21 09:17:00+05:30,50.0,36377.9,BANKNIFTY20220331FUT,-0.002763256366043627
2022-03-22 09:17:00+05:30,-50.0,35905.0,BANKNIFTY20220331FUT,0.0003076618948910838
2022-03-23 09:17:00+05:30,50.0,17457.15,NIFTY20220331FUT,0.0001374983886908409
2022-03-23 12:44:00+05:30,-50.0,17242.45,NIFTY20220331FUT,2.609769818306245e-05
2022-03-23 13:52:00+05:30,-50.0,36145.1,BANKNIFTY20220331FUT,0.0005778908366974909
2022-03-30 09:17:00+05:30,50.0,36149.05,BANKNIFTY20220331FUT,0.0018027380556480132
2022-03-30 09:17:00+05:30,50.0,36149.05,BANKNIFTY20220331FUT,0.0018027380556480132
2022-03-31 15:16:00+05:30,-50.0,36362.65,BANKNIFTY20220331FUT,
2022-03-31 15:16:00+05:30,50.0,36535.05,BANKNIFTY20220428FUT,
2022-04-04 09:17:00+05:30,-50.0,37690.6,BANKNIFTY20220428FUT,0.0014610916460793984
2022-04-04 09:17:00+05:30,50.0,17815.85,NIFTY20220428FUT,-0.00028057023093735713
2022-04-05 09:17:00+05:30,-50.0,18087.8,NIFTY20220428FUT,0.0011734464259582917
2022-04-05 09:17:00+05:30,50.0,18097.8,NIFTY20220428FUT,-0.0006212363431543897
2022-04-05 09:17:00+05:30,50.0,38521.0,BANKNIFTY20220428FUT,-0.002665444626973603
2022-04-05 15:20:00+05:30,-50.0,38059.0,BANKNIFTY20220428FUT,0.00039003147829805876
2022-04-06 09:17:00+05:30,-50.0,17885.95,NIFTY20220428FUT,0.0013985818770587501
2022-04-07 09:17:00+05:30,-50.0,17776.65,NIFTY20220428FUT,0.001084516420871
2022-04-18 09:17:00+05:30,50.0,17245.45,NIFTY20220428FUT,-0.0008343062077595007
2022-04-18 12:56:00+05:30,50.0,36679.3,BANKNIFTY20220428FUT,0.0010111278646917946
2022-04-20 09:17:00+05:30,-50.0,17009.95,NIFTY20220428FUT,0.0013649813305779302
2022-04-21 09:17:00+05:30,50.0,17263.4,NIFTY20220428FUT,0.0010843911462652715
2022-04-22 09:17:00+05:30,50.0,17227.0,NIFTY20220428FUT,-0.0001450999738820047
2022-04-25 09:17:00+05:30,-50.0,16941.3,NIFTY20220428FUT,0.0008109678237457277
2022-04-25 09:17:00+05:30,50.0,16951.3,NIFTY20220428FUT,-0.00022117304283974392
2022-04-25 09:17:00+05:30,-50.0,35626.2,BANKNIFTY20220428FUT,0.0006676016830295346
2022-04-28 14:54:00+05:30,-50.0,17309.2,NIFTY20220428FUT,0.00047928396131077073
2022-04-29 09:17:00+05:30,50.0,17334.65,NIFTY20220526FUT,-0.0003892419297173238
2022-04-29 15:13:00+05:30,-50.0,17121.0,NIFTY20220526FUT,-0.0006721412081007628
