Date,Open,High,Low,Close,Adj Close,Volume
2017-07-03 00:00:00+05:30,1087.699951171875,1087.699951171875,1065.300048828125,1075.300048828125,881.3718872070312,721429
2017-07-04 00:00:00+05:30,1078.0,1078.0,1040.0999755859375,1051.1500244140625,861.5771484375,1652082
2017-07-05 00:00:00+05:30,1050.0,1065.699951171875,1044.300048828125,1060.9000244140625,869.5687866210938,870502
2017-07-06 00:00:00+05:30,1060.300048828125,1102.199951171875,1058.3499755859375,1083.199951171875,887.8468017578125,1944446
2017-07-07 00:00:00+05:30,1087.0,1093.0,1062.5999755859375,1065.449951171875,873.298095703125,1044838
2017-07-10 00:00:00+05:30,1074.1500244140625,1076.0,1063.25,1069.449951171875,876.57666015625,446969
2017-07-11 00:00:00+05:30,1073.699951171875,1093.199951171875,1068.4000244140625,1085.0999755859375,889.4042358398438,1755268
2017-07-12 00:00:00+05:30,1086.0,1111.800048828125,1072.949951171875,1107.6500244140625,907.8875122070312,1569358
2017-07-13 00:00:00+05:30,1114.0,1135.25,1113.050048828125,1129.1500244140625,925.5098266601562,1700154
2017-07-14 00:00:00+05:30,1133.0,1134.449951171875,1112.25,1122.9000244140625,920.3871459960938,686907
2017-07-17 00:00:00+05:30,1122.800048828125,1146.3499755859375,1121.0,1142.449951171875,936.4112548828125,549068
2017-07-18 00:00:00+05:30,1140.0,1157.0999755859375,1132.8499755859375,1142.0,936.0425415039062,1244006
2017-07-19 00:00:00+05:30,1133.0999755859375,1151.75,1133.0999755859375,1149.5999755859375,942.2719116210938,766760
2017-07-20 00:00:00+05:30,1151.9000244140625,1166.4000244140625,1142.5999755859375,1158.75,949.7716064453125,1686808
2017-07-21 00:00:00+05:30,1160.0,1160.0,1120.75,1137.449951171875,932.3128662109375,1455792
2017-07-24 00:00:00+05:30,1137.949951171875,1162.4000244140625,1133.0999755859375,1157.25,948.5421752929688,1108532
2017-07-25 00:00:00+05:30,1165.0,1200.9000244140625,1160.0,1197.8499755859375,981.8199462890625,1826723
2017-07-26 00:00:00+05:30,1199.0,1216.5,1183.199951171875,1189.25,974.77099609375,1298518
2017-07-27 00:00:00+05:30,1198.800048828125,1204.3499755859375,1152.8499755859375,1158.8499755859375,949.8534545898438,2412305
2017-07-28 00:00:00+05:30,1162.0,1179.0,1156.6500244140625,1175.5,963.5006713867188,743040
2017-07-31 00:00:00+05:30,1176.0,1189.0,1152.25,1175.25,963.2959594726562,767230
2017-08-01 00:00:00+05:30,1183.0,1232.0,1176.0,1225.199951171875,1004.2374877929688,2694072
2017-08-02 00:00:00+05:30,1229.9000244140625,1229.9000244140625,1188.5999755859375,1195.75,987.3514404296875,993610
2017-08-03 00:00:00+05:30,1195.75,1210.0,1185.0,1199.75,990.6544799804688,1153794
2017-08-04 00:00:00+05:30,1211.25,1219.0,1198.0,1213.199951171875,1001.7601318359375,889549
2017-08-07 00:00:00+05:30,1212.699951171875,1216.5999755859375,1195.5999755859375,1199.5,990.4478759765625,578775
2017-08-08 00:00:00+05:30,1201.0,1206.75,1170.6500244140625,1195.800048828125,987.39306640625,1393086
2017-08-09 00:00:00+05:30,1195.800048828125,1196.800048828125,1155.050048828125,1159.0,957.006591796875,776497
2017-08-10 00:00:00+05:30,1146.0,1177.0,1137.3499755859375,1156.5,954.942138671875,1753712
2017-08-11 00:00:00+05:30,1128.0999755859375,1159.6500244140625,1056.5,1149.9000244140625,949.4924926757812,1378960
2017-08-14 00:00:00+05:30,1162.9000244140625,1181.199951171875,1158.300048828125,1175.75,970.8372802734375,1221653
2017-08-16 00:00:00+05:30,1190.0,1215.0,1173.75,1209.0999755859375,998.3748168945312,1778177
2017-08-17 00:00:00+05:30,1205.0,1219.800048828125,1194.0999755859375,1200.449951171875,991.2324829101562,753155
2017-08-18 00:00:00+05:30,1197.0,1213.0,1187.199951171875,1202.4000244140625,992.842529296875,887796
2017-08-21 00:00:00+05:30,1210.0,1210.0,1192.0,1198.699951171875,989.787353515625,673167
2017-08-22 00:00:00+05:30,1198.0,1205.5999755859375,1165.25,1176.3499755859375,971.3326416015625,817906
2017-08-23 00:00:00+05:30,1177.449951171875,1231.550048828125,1156.0,1221.75,1008.8201904296875,1275205
2017-08-24 00:00:00+05:30,1218.0,1234.199951171875,1203.0999755859375,1210.3499755859375,999.4071044921875,858188
2017-08-28 00:00:00+05:30,1206.0,1237.949951171875,1191.949951171875,1223.25,1010.0586547851562,782937
2017-08-29 00:00:00+05:30,1220.0,1222.9000244140625,1196.5,1202.300048828125,992.7600708007812,1555390
2017-08-30 00:00:00+05:30,1206.0,1226.550048828125,1205.25,1208.0,997.4666137695312,1196811
2017-08-31 00:00:00+05:30,1210.5,1222.0,1200.0,1215.5,1003.6595458984375,1909173
2017-09-01 00:00:00+05:30,1214.0,1229.4000244140625,1210.0999755859375,1222.449951171875,1009.398193359375,515317
2017-09-04 00:00:00+05:30,1222.4000244140625,1256.800048828125,1218.699951171875,1235.3499755859375,1020.050048828125,1517147
2017-09-05 00:00:00+05:30,1235.699951171875,1245.0,1217.5999755859375,1240.8499755859375,1024.59130859375,946245
2017-09-06 00:00:00+05:30,1238.4000244140625,1273.300048828125,1221.1500244140625,1264.300048828125,1043.9547119140625,1265704
2017-09-07 00:00:00+05:30,1285.300048828125,1320.0,1283.050048828125,1316.3499755859375,1086.93310546875,2551032
2017-09-08 00:00:00+05:30,1323.699951171875,1323.699951171875,1296.800048828125,1311.199951171875,1082.6805419921875,1098102
2017-09-11 00:00:00+05:30,1314.699951171875,1319.0,1295.25,1297.9000244140625,1071.69873046875,698609
2017-09-12 00:00:00+05:30,1309.0,1309.0,1278.5,1291.3499755859375,1066.2900390625,1264605
