date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2022-01-03 00:00:00+05:30,310172.5000,211359.7500,0.0000,0.0000,300000.0000,88440.2500,10372.5000,0.0000,10172.5000,310172.5000,200.0000,0.0000,10172.5000,2.8500,2.8500,884500.0000,884500.0000,884500.0000,0.0000,1,0,0.0339,0.0339,0.5381,0.0000,,,300000.0000,0.0000,,
2022-01-04 00:00:00+05:30,327440.0000,128081.2500,0.0000,0.0000,300000.0000,184986.2500,14372.5000,13667.5000,27440.0000,327440.0000,600.0000,0.0000,17267.5000,5.6500,5.6500,1849060.0000,1849060.0000,1849060.0000,0.0000,1,0,0.0557,0.0915,0.7319,0.0000,,,302925.9414,0.0098,,
2022-01-05 00:00:00+05:30,363030.0000,363030.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,63830.0000,63030.0000,363030.0000,800.0000,0.0000,35590.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.1087,0.2101,1.1617,0.0000,,,304633.0240,0.0056,,
2022-01-06 00:00:00+05:30,363030.0000,363030.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,63830.0000,63030.0000,363030.0000,800.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.2101,1.0061,0.0000,,,301882.2989,-0.0090,,
2022-01-07 00:00:00+05:30,361080.0000,173405.0000,0.0000,0.0000,300000.0000,189425.0000,-1750.0000,63830.0000,61080.0000,361080.0000,1000.0000,0.0000,-1950.0000,5.2400,5.2400,1892500.0000,1892500.0000,1892500.0000,0.0000,1,0,-0.0054,0.2036,0.9007,-0.0054,,,303110.5138,0.0041,,
2022-01-10 00:00:00+05:30,394580.0000,170280.0000,0.0000,0.0000,300000.0000,192550.0000,31750.0000,63830.0000,94580.0000,394580.0000,1000.0000,0.0000,33500.0000,4.8800,4.8800,1926000.0000,1926000.0000,1926000.0000,0.0000,1,0,0.0928,0.3153,1.0187,0.0000,,,306295.8773,0.0105,,
2022-01-11 00:00:00+05:30,396330.0000,170003.0000,0.0000,0.0000,300000.0000,192827.0000,33500.0000,63830.0000,96330.0000,396330.0000,1000.0000,0.0000,1750.0000,4.8600,4.8600,1927750.0000,1927750.0000,1927750.0000,0.0000,1,0,0.0044,0.3211,0.9435,0.0000,,,307206.8317,0.0030,,
2022-01-12 00:00:00+05:30,409425.0000,213204.7500,0.0000,0.0000,300000.0000,194177.7500,2042.5000,108782.5000,109425.0000,409425.0000,1400.0000,0.0000,13095.0000,4.7400,4.7400,1941745.0000,1941745.0000,1941745.0000,0.0000,1,0,0.0330,0.3647,0.9018,0.0000,,,309564.5961,0.0077,,
2022-01-13 00:00:00+05:30,398540.0000,121537.7500,0.0000,0.0000,300000.0000,285644.7500,-8642.5000,108782.5000,98540.0000,398540.0000,1600.0000,0.0000,-10885.0000,7.1300,7.1300,2843347.5000,2843347.5000,2843347.5000,0.0000,2,0,-0.0266,0.3285,0.8618,-0.0266,,,310568.2620,0.0032,,
2022-01-14 00:00:00+05:30,375255.0000,281943.0000,0.0000,0.0000,300000.0000,91467.0000,1845.0000,75210.0000,75255.0000,375255.0000,1800.0000,0.0000,-23285.0000,2.4400,2.4400,914132.5000,914132.5000,914132.5000,0.0000,1,0,-0.0584,0.2509,0.8685,-0.0835,,,310209.3239,-0.0012,,
2022-01-17 00:00:00+05:30,387952.5000,88650.0000,0.0000,0.0000,300000.0000,284560.0000,14742.5000,75210.0000,87952.5000,387952.5000,2000.0000,0.0000,12697.5000,7.3100,-2.5800,2835847.5000,-1001547.5000,917150.0000,1918697.5000,1,1,0.0338,0.2932,0.8437,-0.0524,,,311471.5614,0.0041,,
2022-01-18 00:00:00+05:30,381895.0000,88650.0000,0.0000,0.0000,300000.0000,284560.0000,8685.0000,75210.0000,81895.0000,381895.0000,2000.0000,0.0000,-6057.5000,7.3800,-2.6400,2819190.0000,-1007605.0000,905792.5000,1913397.5000,1,1,-0.0156,0.2730,0.8109,-0.0672,,,308139.0503,-0.0107,,
2022-01-19 00:00:00+05:30,385272.5000,79419.7500,0.0000,0.0000,300000.0000,283052.7500,22800.0000,64872.5000,85272.5000,385272.5000,2400.0000,0.0000,3377.5000,7.2900,-7.2900,2807727.5000,-2807727.5000,0.0000,2807727.5000,0,2,0.0088,0.2842,0.7801,-0.0590,,,305207.1549,-0.0095,,
2022-01-20 00:00:00+05:30,404752.5000,183169.7500,0.0000,0.0000,300000.0000,192857.7500,28725.0000,78627.5000,104752.5000,404752.5000,2600.0000,0.0000,19480.0000,4.6900,-4.6900,1899852.5000,-1899852.5000,0.0000,1899852.5000,0,1,0.0506,0.3492,0.7818,-0.0114,,,302510.8660,-0.0088,,
2022-01-21 00:00:00+05:30,417205.0000,183169.7500,0.0000,0.0000,300000.0000,192857.7500,41177.5000,78627.5000,117205.0000,417205.0000,2600.0000,0.0000,12452.5000,4.5200,-4.5200,1887400.0000,-1887400.0000,0.0000,1887400.0000,0,1,0.0308,0.3907,0.7658,0.0000,,,300256.8704,-0.0075,,
2022-01-24 00:00:00+05:30,491662.5000,491662.5000,0.0000,0.0000,300000.0000,0.0000,0.0000,195262.5000,191662.5000,491662.5000,3600.0000,0.0000,74457.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.1785,0.6389,1.0255,0.0000,,,291104.7980,-0.0305,,
2022-01-25 00:00:00+05:30,460995.0000,460995.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,164995.0000,160995.0000,460995.0000,4000.0000,0.0000,-30667.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0624,0.5367,1.0235,-0.0624,,,293738.9958,0.0090,,
2022-01-27 00:00:00+05:30,460995.0000,460995.0000,0.0000,0.0000,300000.0000,0.0000,0.0000,164995.0000,160995.0000,460995.0000,4000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.5367,0.9947,-0.0624,,,291731.6640,-0.0068,,
2022-01-28 00:00:00+05:30,492545.0000,268620.0000,0.0000,0.0000,300000.0000,192175.0000,31750.0000,164995.0000,192545.0000,492545.0000,4200.0000,0.0000,31550.0000,3.8400,-3.8400,1890000.0000,-1890000.0000,0.0000,1890000.0000,0,1,0.0684,0.6418,0.9997,0.0000,,,291001.0292,-0.0025,,
2022-01-31 00:00:00+05:30,475545.0000,181655.0000,0.0000,0.0000,300000.0000,278940.0000,14950.0000,164995.0000,175545.0000,475545.0000,4400.0000,0.0000,-17000.0000,5.8300,-5.8300,2772800.0000,-2772800.0000,0.0000,2772800.0000,0,2,-0.0345,0.5852,0.9821,-0.0345,,,294946.7972,0.0136,,
2022-02-01 00:00:00+05:30,438862.5000,258647.2500,0.0000,0.0000,300000.0000,193465.2500,-13250.0000,156712.5000,138862.5000,438862.5000,4600.0000,0.0000,-36682.5000,4.4100,-4.4100,1935000.0000,-1935000.0000,0.0000,1935000.0000,0,1,-0.0771,0.4629,0.9949,-0.1090,,,299477.7535,0.0154,,
2022-02-02 00:00:00+05:30,404132.5000,137775.2500,0.0000,0.0000,300000.0000,286237.2500,-19880.0000,129212.5000,104132.5000,404132.5000,5200.0000,0.0000,-34730.0000,7.0800,-2.6800,2863270.0000,-1082380.0000,890445.0000,1972825.0000,1,1,-0.0791,0.3471,1.0082,-0.1795,,,302658.0136,0.0106,,
2022-02-03 00:00:00+05:30,415255.0000,137775.2500,0.0000,0.0000,300000.0000,286237.2500,-8757.5000,129212.5000,115255.0000,415255.0000,5200.0000,0.0000,11122.5000,6.8000,-2.5800,2821742.5000,-1071257.5000,875242.5000,1946500.0000,1,1,0.0275,0.3842,0.9902,-0.1569,,,298042.0009,-0.0153,,
2022-02-04 00:00:00+05:30,421152.5000,421152.5000,0.0000,0.0000,300000.0000,0.0000,0.0000,126752.5000,121152.5000,421152.5000,5600.0000,0.0000,5897.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0142,0.4038,0.9704,-0.1449,,,297748.5562,-0.0010,,
2022-02-07 00:00:00+05:30,477730.0000,244099.5000,0.0000,0.0000,300000.0000,194375.5000,39255.0000,144675.0000,177730.0000,477730.0000,6200.0000,0.0000,56577.5000,3.9900,-3.9900,1904500.0000,-1904500.0000,0.0000,1904500.0000,0,1,0.1343,0.5924,1.0420,-0.0301,,,292764.2491,-0.0167,,
2022-02-08 00:00:00+05:30,504792.5000,504792.5000,0.0000,0.0000,300000.0000,0.0000,0.0000,211192.5000,204792.5000,504792.5000,6400.0000,0.0000,27062.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0566,0.6826,1.0368,0.0000,,,293280.5416,0.0018,,
