,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2022-01-03 09:17:00+05:30,2022-01-04 10:12:00+05:30,NIFTY20220127FUT,50.0,17482.55,17755.9,True,13667.50000000011,0.015635590917801017,1 days 00:55:00,0.04174047153677043
1,2022-01-04 09:17:00+05:30,2022-01-05 12:35:00+05:30,BANKNIFTY20220127FUT,50.0,36693.75,37697.0,True,50162.5,0.02734116845511838,1 days 03:18:00,0.13817728562377765
2,2022-01-07 09:17:00+05:30,2022-01-12 09:17:00+05:30,BANKNIFTY20220127FUT,50.0,37885.0,38784.05,True,44952.500000000146,0.02373102811138981,5 days 00:00:00,
3,2022-01-12 09:17:00+05:30,2022-01-14 11:35:00+05:30,BANKNIFTY20220127FUT,50.0,38794.05,38122.6,True,-33572.50000000022,-0.017308066572064643,2 days 02:18:00,-0.0842387213328655
4,2022-01-13 09:17:00+05:30,2022-01-19 09:17:00+05:30,NIFTY20220127FUT,50.0,18245.75,18039.0,True,-10337.5,-0.011331405943849938,6 days 00:00:00,-0.027547934071498047
5,2022-01-19 09:17:00+05:30,2022-01-20 13:30:00+05:30,NIFTY20220127FUT,50.0,17763.9,18039.0,False,13754.999999999927,0.015486464121054415,1 days 04:13:00,0.14370442137236752
6,2022-01-17 09:17:00+05:30,2022-01-24 09:17:00+05:30,BANKNIFTY20220127FUT,50.0,37473.95,38571.55,False,54880.00000000029,0.029289679897635715,7 days 00:00:00,0.033983730798450726
7,2022-01-24 09:17:00+05:30,2022-01-24 12:52:00+05:30,NIFTY20220127FUT,50.0,17242.85,17540.0,False,14857.500000000073,0.017233230005480618,0 days 03:35:00,0.03222919988286223
8,2022-01-24 09:17:00+05:30,2022-01-24 14:12:00+05:30,BANKNIFTY20220127FUT,50.0,36526.0,37463.95,False,46897.499999999854,0.025678968406066833,0 days 04:55:00,0.1017310382975951
9,2022-01-25 09:17:00+05:30,2022-01-25 09:59:00+05:30,BANKNIFTY20220127FUT,50.0,37234.95,36629.6,False,-30267.499999999927,-0.01625757520823846,0 days 00:42:00,
10,2022-01-31 09:17:00+05:30,2022-02-01 09:17:00+05:30,NIFTY20220224FUT,50.0,17485.65,17320.0,False,-8282.500000000073,-0.009473482541398313,1 days 00:00:00,
11,2022-01-28 09:17:00+05:30,2022-02-02 09:17:00+05:30,BANKNIFTY20220224FUT,50.0,38985.0,38435.0,False,-27500.0,-0.01410799025266128,5 days 00:00:00,-0.01887265373550958
12,2022-02-02 09:17:00+05:30,2022-02-04 09:22:00+05:30,NIFTY20220224FUT,50.0,17725.0,17510.7,True,-10714.999999999964,-0.012090267983074712,2 days 00:05:00,-0.025803421993714618
13,2022-02-02 09:17:00+05:30,2022-02-04 12:13:00+05:30,BANKNIFTY20220224FUT,50.0,38809.9,38975.0,False,8254.999999999927,0.004254069193685079,2 days 02:56:00,0.019879351242007747
14,2022-02-07 09:17:00+05:30,2022-02-07 13:59:00+05:30,NIFTY20220224FUT,50.0,17133.6,17492.05,False,17922.500000000036,0.020920880608862165,0 days 04:42:00,0.035504687569645026
15,2022-02-07 09:17:00+05:30,2022-02-08 10:42:00+05:30,BANKNIFTY20220224FUT,50.0,37544.75,38875.1,False,66517.49999999993,0.03543371576585271,1 days 01:25:00,0.13177196570868213
16,2022-02-11 09:17:00+05:30,2022-02-14 09:17:00+05:30,NIFTY20220224FUT,50.0,17415.25,17020.2,True,-19752.499999999964,-0.022684141772297228,3 days 00:00:00,
17,2022-02-17 09:17:00+05:30,2022-02-21 09:17:00+05:30,NIFTY20220224FUT,50.0,17403.0,17201.95,True,-10052.499999999964,-0.011552605872550668,4 days 00:00:00,-0.021015386545135184
18,2022-02-21 09:17:00+05:30,2022-02-22 09:17:00+05:30,NIFTY20220224FUT,50.0,16953.35,17201.95,False,12430.00000000011,0.014663768517726716,1 days 00:00:00,0.02507855964732667
19,2022-02-21 09:17:00+05:30,2022-02-24 09:17:00+05:30,BANKNIFTY20220224FUT,50.0,36378.2,37512.5,False,56715.000000000146,0.031180762104777122,3 days 00:00:00,0.11442723333854572
20,2022-02-25 09:17:00+05:30,2022-02-25 09:46:00+05:30,BANKNIFTY20220331FUT,50.0,36464.25,36081.0,False,-19162.5,-0.010510294329377404,0 days 00:29:00,
21,2022-02-25 09:17:00+05:30,2022-02-25 09:47:00+05:30,NIFTY20220331FUT,50.0,16660.0,16544.25,False,-5787.5,-0.006947779111644658,0 days 00:30:00,
