date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2022-06-01 00:00:00+05:30,289852.5000,121099.7500,0.0000,0.0000,300000.0000,178700.2500,-9947.5000,0.0000,-10147.5000,289852.5000,200.0000,0.0000,-10147.5000,6.1700,-6.1700,1787977.5000,-1787977.5000,0.0000,1787977.5000,0,1,-0.0338,-0.0338,0.5366,-0.0338,,,300000.0000,0.0000,,
2022-06-02 00:00:00+05:30,292830.0000,121099.7500,0.0000,0.0000,300000.0000,178700.2500,-6970.0000,0.0000,-7170.0000,292830.0000,200.0000,0.0000,2977.5000,6.1000,-6.1000,1785000.0000,-1785000.0000,0.0000,1785000.0000,0,1,0.0103,-0.0239,0.3967,0.0000,,,301752.0313,0.0058,,
2022-06-03 00:00:00+05:30,285967.5000,193596.0000,0.0000,0.0000,300000.0000,83856.5000,8515.0000,-21947.5000,-14032.5000,285967.5000,600.0000,0.0000,-6862.5000,2.9000,-2.9000,830050.0000,-830050.0000,0.0000,830050.0000,0,1,-0.0234,-0.0468,0.3885,-0.0234,,,300792.5856,-0.0032,,
2022-06-06 00:00:00+05:30,288072.5000,16191.7500,0.0000,0.0000,300000.0000,261060.7500,10820.0000,-21947.5000,-11927.5000,288072.5000,800.0000,0.0000,2105.0000,9.0200,-9.0200,2599787.5000,-2599787.5000,0.0000,2599787.5000,0,2,0.0074,-0.0398,0.3415,-0.0162,,,300414.4298,-0.0013,,
2022-06-07 00:00:00+05:30,311137.5000,115890.7500,0.0000,0.0000,300000.0000,177204.2500,18042.5000,-5905.0000,11137.5000,311137.5000,1000.0000,0.0000,23065.0000,5.6400,-5.6400,1754000.0000,-1754000.0000,0.0000,1754000.0000,0,1,0.0801,0.0371,0.6455,0.0000,,,297534.2789,-0.0096,,
2022-06-08 00:00:00+05:30,316957.5000,115890.7500,0.0000,0.0000,300000.0000,177204.2500,23862.5000,-5905.0000,16957.5000,316957.5000,1000.0000,0.0000,5820.0000,5.5200,-5.5200,1748180.0000,-1748180.0000,0.0000,1748180.0000,0,1,0.0187,0.0565,0.6016,0.0000,,,296274.6663,-0.0042,,
2022-06-09 00:00:00+05:30,295437.5000,105688.2500,0.0000,0.0000,300000.0000,177204.2500,12545.0000,-15707.5000,-4562.5000,295437.5000,1400.0000,0.0000,-21520.0000,5.9600,-5.9600,1759497.5000,-1759497.5000,0.0000,1759497.5000,0,1,-0.0679,-0.0152,0.6901,-0.0679,,,298929.9187,0.0090,,
2022-06-10 00:00:00+05:30,327935.0000,105688.2500,0.0000,0.0000,300000.0000,177204.2500,45042.5000,-15707.5000,27935.0000,327935.0000,1400.0000,0.0000,32497.5000,5.2700,-5.2700,1727000.0000,-1727000.0000,0.0000,1727000.0000,0,1,0.1100,0.0931,0.8932,0.0000,,,293663.8494,-0.0176,,
2022-06-13 00:00:00+05:30,375942.5000,375942.5000,0.0000,0.0000,300000.0000,0.0000,0.0000,77542.5000,75942.5000,375942.5000,1600.0000,0.0000,48007.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.1464,0.2531,1.1442,0.0000,,,286581.3624,-0.0241,,
2022-06-14 00:00:00+05:30,370405.0000,129957.5000,0.0000,0.0000,300000.0000,245585.0000,-5137.5000,77542.5000,70405.0000,370405.0000,2000.0000,0.0000,-5537.5000,6.6300,-6.6300,2456065.0000,-2456065.0000,0.0000,2456065.0000,0,2,-0.0147,0.2347,1.0880,-0.0147,,,285511.2812,-0.0037,,
