,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2022-06-01 09:17:00+05:30,2022-06-03 09:17:00+05:30,BANKNIFTY20220630FUT,50.0,35999.55,35560.6,False,-21947.50000000022,-0.012193207970655309,2 days 00:00:00,-0.07494962947785479
1,2022-06-03 09:17:00+05:30,2022-06-07 09:17:00+05:30,NIFTY20220630FUT,50.0,16450.45,16771.3,False,16042.499999999927,0.019504025725739938,4 days 00:00:00,
2,2022-06-09 09:17:00+05:30,2022-06-09 14:55:00+05:30,NIFTY20220630FUT,50.0,16470.0,16273.95,False,-9802.499999999964,-0.011903460837887023,0 days 05:38:00,0.2997067213048893
3,2022-06-06 09:17:00+05:30,2022-06-13 09:17:00+05:30,BANKNIFTY20220630FUT,50.0,33575.85,35440.85,False,93250.0,0.055545875979312515,7 days 00:00:00,-0.029891594370835575
4,2022-06-14 09:17:00+05:30,2022-06-16 13:27:00+05:30,NIFTY20220630FUT,50.0,15434.65,15742.0,False,15367.500000000018,0.019912987984826373,2 days 04:10:00,0.041422391137346914
5,2022-06-14 09:17:00+05:30,2022-06-17 09:17:00+05:30,BANKNIFTY20220630FUT,50.0,32403.0,33276.55,False,43677.500000000146,0.02695892355646091,3 days 00:00:00,0.11773069717920766
6,2022-06-17 09:17:00+05:30,2022-06-21 09:22:00+05:30,NIFTY20220630FUT,50.0,15483.2,15278.35,False,-10242.500000000018,-0.01323046915366335,4 days 00:05:00,
7,2022-06-17 09:17:00+05:30,2022-06-21 09:53:00+05:30,BANKNIFTY20220630FUT,50.0,33094.6,32393.0,False,-35079.99999999993,-0.021199833205417153,4 days 00:36:00,
8,2022-06-24 09:17:00+05:30,2022-06-30 15:16:00+05:30,BANKNIFTY20220728FUT,50.0,33612.6,33415.45,True,-9857.500000000073,-0.005865360013804391,6 days 05:59:00,
9,2022-06-24 09:17:00+05:30,2022-06-30 15:16:00+05:30,NIFTY20220728FUT,50.0,15718.3,15778.9,True,3030.000000000018,0.0038553787623343723,6 days 05:59:00,
10,2022-06-30 15:16:00+05:30,2022-07-05 09:45:00+05:30,NIFTY20220728FUT,50.0,15753.0,15935.95,True,9147.500000000036,0.011613660889989254,4 days 18:29:00,0.023045770323295908
11,2022-06-30 15:16:00+05:30,2022-07-05 10:34:00+05:30,BANKNIFTY20220728FUT,50.0,33410.0,34358.85,True,47442.49999999993,0.028400179586949972,4 days 19:18:00,0.11952434638567479
12,2022-07-06 09:17:00+05:30,2022-07-07 13:07:00+05:30,BANKNIFTY20220728FUT,50.0,34079.9,34825.0,True,37254.99999999993,0.021863327063753078,1 days 03:50:00,0.07874947815655817
13,2022-07-08 09:17:00+05:30,2022-07-12 15:02:00+05:30,NIFTY20220728FUT,50.0,16228.1,16052.0,True,-8805.000000000018,-0.010851547624182768,4 days 05:45:00,
14,2022-07-14 09:17:00+05:30,2022-07-18 09:17:00+05:30,NIFTY20220728FUT,50.0,16195.35,15997.55,False,-9890.000000000055,-0.012213382236259241,4 days 00:00:00,
15,2022-07-18 09:17:00+05:30,2022-07-20 09:17:00+05:30,NIFTY20220728FUT,50.0,16519.25,16185.35,False,-16694.99999999998,-0.020212782057296767,2 days 00:00:00,-0.02246961263205738
16,2022-07-08 09:17:00+05:30,2022-07-20 09:17:00+05:30,BANKNIFTY20220728FUT,50.0,35199.0,36054.75,True,42787.5,0.02431177022074491,12 days 00:00:00,-0.03532174630544473
17,2022-07-21 09:17:00+05:30,2022-07-25 09:22:00+05:30,BANKNIFTY20220728FUT,50.0,35936.6,36933.5,True,49845.00000000007,0.027740520806086313,4 days 00:05:00,0.09429313255804068
18,2022-07-21 09:17:00+05:30,2022-07-28 10:14:00+05:30,NIFTY20220728FUT,50.0,16503.15,16820.15,True,15850.0,0.019208454143602886,7 days 00:57:00,0.029983873027283434
19,2022-08-01 09:17:00+05:30,2022-08-08 13:35:00+05:30,NIFTY20220825FUT,50.0,17253.9,17572.2,True,15914.999999999964,0.018448003060177656,7 days 04:18:00,0.028478252117080174
20,2022-08-01 09:17:00+05:30,2022-08-11 09:17:00+05:30,BANKNIFTY20220825FUT,50.0,37691.1,38740.0,True,52445.00000000007,0.02782885084277194,10 days 00:00:00,0.09384492191519166
21,2022-08-10 09:17:00+05:30,2022-08-17 09:25:00+05:30,NIFTY20220825FUT,50.0,17541.0,17890.0,True,17450.0,0.01989624308762328,7 days 00:08:00,0.02825064555558254
22,2022-08-16 09:17:00+05:30,2022-08-22 09:18:00+05:30,BANKNIFTY20220825FUT,50.0,39352.95,38560.75,True,-39609.999999999854,-0.020130638236777604,6 days 00:01:00,-0.062328384513103526
23,2022-08-23 09:17:00+05:30,2022-08-23 15:23:00+05:30,BANKNIFTY20220825FUT,50.0,38827.3,38091.05,False,-36812.5,-0.018962173522238217,0 days 06:06:00,0.012836382597655741
24,2022-08-24 09:17:00+05:30,2022-08-25 09:35:00+05:30,BANKNIFTY20220825FUT,50.0,39343.0,38783.0,False,-28000.0,-0.014233790000762525,1 days 00:18:00,-0.06862114603139097
25,2022-08-22 09:17:00+05:30,2022-08-25 15:16:00+05:30,NIFTY20220929FUT,50.0,17510.4,17651.95,False,7077.499999999964,0.008083767361111069,3 days 05:59:00,-0.05304939277391486
26,2022-08-25 15:16:00+05:30,2022-08-29 09:17:00+05:30,NIFTY20220929FUT,50.0,17272.6,17548.2,False,13780.00000000011,0.015955907043525713,3 days 18:01:00,0.026762867977296444
27,2022-08-26 09:17:00+05:30,2022-08-29 09:17:00+05:30,BANKNIFTY20220929FUT,50.0,39443.15,38160.9,True,-64112.5,-0.03250881331739478,3 days 00:00:00,
28,2022-08-29 09:17:00+05:30,2022-08-30 13:33:00+05:30,BANKNIFTY20220929FUT,50.0,38170.9,39398.5,True,61379.99999999993,0.032160624978714115,1 days 04:16:00,0.11381684166608706
